comp_name, isin, plan_1k, demat_1k, tbd_1k, tbd_pct, last_txn_date, days, type, captype, sc_crank, sc_prank, sc_cmp, sc_iv, sc_graham
Varun beverages,INE200M01013,5,2,3,60,02-Jan-2018,219,Buy,Mid Cap,25,-4,753,227,166
Quess corp,INE615P01015,3,1,2,67,01-Feb-2018,189,Buy,Mid Cap,19,-4,1106,225,197
Kansai nerolac paints,INE531A01024,5,2,3,60,02-Jan-2018,219,Buy,Mid Cap,27,-5,473,399,112
Hdfc bank,INE040A01026,20,15,5,25,14-Mar-2017,513,Buy,Large Cap,17,-5,2124,1614,785
Sun pharmaceutical industries,INE044A01036,10,11,-1,-10,10-Mar-2017,517,Buy,Large Cap,26,-5,567,303,200
Trent,INE849A01020,2,2,0,0,04-Apr-2018,127,Buy,Mid Cap,28,-5,310,305,63
Marico,INE196A01026,5,2,3,60,02-Jan-2018,219,Buy,Large Cap,30,-5,346,290,59
Berger paints,INE463A01038,3,2,1,33,01-Feb-2018,189,Buy,Mid Cap,30,-5,290,247,51
Abbott,INE358A01014,2,4,-2,-100,19-Sep-2017,324,Buy,Mid Cap,30,-6,7169,4808,1840
Whirlpool of,INE716A01013,2,3,-1,-50,04-Apr-2018,127,Buy,Mid Cap,23,-6,1500,1208,300
Pidilite industries,INE318A01026,2,3,-1,-50,04-Apr-2018,127,Buy,Large Cap,31,-7,1063,763,193
3m,INE470A01017,15,0,15,100,08-Nov-2017,274,Sell,Mid Cap,22,-7,19667,10500,2908
Page industries,INE761H01022,15,0,15,100,08-Nov-2017,274,Sell,Mid Cap,31,-7,28007,18517,2522
Dr lal path labs,INE600L01024,2,2,0,0,03-Jul-2018,37,Buy,Small Cap,29,-7,920,524,215
Century plyboards,INE348B01021,3,2,1,33,01-Feb-2018,189,Buy,Small Cap,27,-7,244,183,79
Narayana hrudayalaya,INE410P01011,3,2,1,33,02-Jan-2018,219,Buy,Small Cap,18,-7,236,144,53
Abb,INE117A01022,5,3,2,40,02-Jan-2018,219,Buy,Mid Cap,27,-7,1182,742,284
V guard industries,INE951I01027,2,1,1,50,19-Apr-2018,112,Buy,Small Cap,26,-7,189,125,36
Relaxo footwears,INE131B01039,5,2,3,60,02-Jan-2018,219,Buy,Small Cap,24,-7,704,449,138
Godrej properties,INE484J01027,2,2,0,0,03-Jul-2018,37,Buy,Mid Cap,20,-7,706,529,150
Avenue supermarts,INE192R01011,2,1,1,50,16-Oct-2017,297,Buy,Large Cap,21,-8,1546,477,145
Pvr,INE191H01014,5,3,2,40,02-Jan-2018,219,Buy,Small Cap,23,-8,1377,656,374
Sheela foam,INE916U01025,2,2,0,0,02-Feb-2018,188,Buy,Small Cap,21,-8,1493,683,275
Britannia industries,INE216A01022,5,9,-4,-80,04-Apr-2018,127,Buy,Large Cap,30,-8,6307,2695,761
