sr_no,name,isin,bse_symbol,nse_symbol,avg_mcap,captype
288,ZYDUS WELLNESS LTD.,INE768C01010,ZYDUSWELL,ZYDUSWELL,6720,Small Cap
289,JYOTHY LABORATORIES LTD.,INE668F01031,JYOTHYLAB,JYOTHYLAB,6574,Small Cap
290,BLUE STAR LTD.,INE472A01039,BLUESTARCO,BLUESTARCO,6535,Small Cap
291,Chalet Hotels Limited,INE427F01016,CHALET,CHALET,6505,Small Cap
292,V.I.P.INDUSTRIES LTD.,INE054A01027,VIPIND,VIPIND,6499,Small Cap
293,J.K.CEMENT LTD.,INE823G01014,JKCEMENT,JKCEMENT,6437,Small Cap
294,Sheela Foam Limited,INE916U01025,SFL,SFL,6380,Small Cap
295,IDFC LIMITED,INE043D01016,IDFC,IDFC,6380,Small Cap
296,GRINDWELL NORTON LTD.,INE536A01023,GRINDWELL,GRINDWELL,6318,Small Cap
297,KARUR VYSYA BANK LTD.,INE036D01028,KARURVYSYA,KARURVYSYA,6274,Small Cap
298,DCB BANK LIMITED,INE503A01015,DCBBANK,DCBBANK,6247,Small Cap
299,SPICEJET LTD.,INE285B01017,SPICEJET,,6244,Small Cap
300,DELTA CORP LTD.,INE124G01033,DELTACORP,DELTACORP,6199,Small Cap
301,DISH TV INDIA LTD.,INE836F01026,DISHTV,DISHTV,6198,Small Cap
302,VARDHMAN TEXTILES LTD.,INE825A01012,VTL,VTL,6195,Small Cap
303,LAKSHMI MACHINE WORKS LTD.,INE269B01029,LAXMIMACH,LAXMIMACH,6179,Small Cap
304,FINOLEX INDUSTRIES LTD.,INE183A01016,FINOLEXIND,FINPIPE,6172,Small Cap
305,Security and Intelligence Serv,INE285J01010,SIS,SIS,6141,Small Cap
306,SUNTECK REALTY LTD.,INE805D01034,SUNTECK,SUNTECK,6127,Small Cap
307,Adani Green Energy Limited,INE364U01010,ADANIGREEN,ADANIGREEN,6032,Small Cap
308,ASAHI INDIA GLASS LTD.,INE439A01020,ASAHIINDIA,ASAHIINDIA,5974,Small Cap
309,BASF INDIA LTD.,INE373A01013,BASF,BASF,5938,Small Cap
310,PROCTER & GAMBLE HEALTH LIMITE,INE199A01012,PGHL,PGHL,5931,Small Cap
311,Lemon Tree Hotels Limited,INE970X01018,LEMONTREE,LEMONTREE,5819,Small Cap
312,WESTLIFE DEVELOPMENT LTD.,INE274F01020,WESTLIFE,,5817,Small Cap
313,NCC LIMITED,INE868B01028,NCC,NCC,5774,Small Cap
314,TATA ELXSI LTD.,INE670A01012,TATAELXSI,TATAELXSI,5699,Small Cap
315,WELSPUN INDIA LTD.,INE192B01031,WELSPUNIND,WELSPUNIND,5684,Small Cap
316,SUNDARAM-CLAYTON LTD.,INE105A01035,SUNCLAYLTD,SUNCLAYLTD,5658,Small Cap
317,UNITED BANK OF INDIA,INE695A01019,UNITEDBNK,UNITEDBNK,5646,Small Cap
318,GE Power India Ltd,INE878A01011,GEPIL,GEPIL,5622,Small Cap
319,Coffee Day Enterprises Limited,INE335K01011,COFFEEDAY,COFFEEDAY,5586,Small Cap
320,TV18 BROADCAST LTD.,INE886H01027,TV18BRDCST,TV18BRDCST,5546,Small Cap
321,ANDHRA BANK,INE434A01013,ANDHRABANK,ANDHRABANK,5424,Small Cap
322,ZENSAR TECHNOLOGIES LTD.,INE520A01027,ZENSARTECH,ZENSARTECH,5249,Small Cap
323,BAJAJ ELECTRICALS LTD.,INE193E01025,BAJAJELEC,BAJAJELEC,5223,Small Cap
324,VST INDUSTRIES LTD.,INE710A01016,VSTIND,VSTIND,5193,Small Cap
325,Rail Vikas Nigam Limited,INE415G01027,RVNL,RVNL,5186,Small Cap
326,Bharat Dynamics Limited,INE171Z01018,BDL,BDL,5169,Small Cap
327,GODFREY PHILLIPS INDIA LTD.,INE260B01028,GODFRYPHLP,GODFRYPHLP,5129,Small Cap
328,RITES Limited,INE320J01015,RITES,RITES,5048,Small Cap
329,Arvind Fashions Limited,INE955V01021,ARVINDFASN,ARVINDFASN,5044,Small Cap
330,BAJAJ CONSUMER CARE LIMITED,INE933K01021,BAJAJCON,BAJAJCON,5041,Small Cap
331,VAKRANGEE LIMITED,INE051B01021,VAKRANGEE,VAKRANGEE,5024,Small Cap
332,AVANTI FEEDS LTD.,INE871C01038,AVANTI,AVANTIFEED,5006,Small Cap
333,TeamLease Services Limited,INE985S01024,TEAMLEASE,TEAMLEASE,4971,Small Cap
334,Johnson Controls-Hitachi Air C,INE782A01015,JCHAC,JCHAC,4959,Small Cap
335,Cochin Shipyard Limited,INE704P01017,COCHINSHIP,COCHINSHIP,4952,Small Cap
336,RADICO KHAITAN LTD.,INE944F01028,RADICO,RADICO,4940,Small Cap
337,PERSISTENT SYSTEMS LTD.,INE262H01013,PERSISTENT*,PERSISTENT,4934,Small Cap
338,RAYMOND LTD.,INE301A01014,RAYMOND,RAYMOND,4809,Small Cap
339,ASTRAZENECA PHARMA INDIA LTD.,INE203A01020,ASTRAZEN,ASTRAZEN,4807,Small Cap
340,Metropolis Healthcare Limited,INE112L01020,METROPOLIS,METROPOLIS,4795,Small Cap
341,TCNS Clothing Co. Limited,INE778U01029,TCNSBRANDS,TCNSBRANDS,4781,Small Cap
342,Indian Energy Exchange Limited,INE022Q01020,IEX,IEX,4760,Small Cap
343,Himadri Speciality Chemical Lt,INE019C01026,HSCL,HSCL,4759,Small Cap
344,WOCKHARDT LTD.,INE049B01025,WOCKPHARMA,WOCKPHARMA,4695,Small Cap
345,GUJARAT NARMADA VALLEY FERTILI,INE113A01013,GNFC,GNFC,4681,Small Cap
346,IRB INFRASTRUCTURE DEVELOPERS,INE821I01014,IRB,IRB,4679,Small Cap
347,SOBHA,INE671H01015,SOBHA,SOBHA,4604,Small Cap
348,TATA INVESTMENT CORPORATION LT,INE672A01018,TATAINVEST,TATAINVEST,4572,Small Cap
349,V-MART RETAIL LTD.,INE665J01013,VMART,VMART,4533,Small Cap
350,SITAL LEASING AND FINANCE LIMITED,INE341O01029,,,4523,Small Cap
351,LINDE INDIA LIMITED,INE473A01011,LINDEINDIA,LINDEINDIA,4521,Small Cap
352,TIMKEN INDIA LTD.,INE325A01013,TIMKEN,TIMKEN,4478,Small Cap
353,PRISM JOHNSON LIMITED.,INE010A01011,PRSMJOHNSN,PRSMJOHNSN,4404,Small Cap
354,DEWAN HOUSING FINANCE CORPORAT,INE202B01012,DHFL,DHFL,4387,Small Cap
355,CEAT LTD.,INE482A01020,CEATLTD,CEATLTD,4383,Small Cap
356,Star Cement Limited,INE460H01021,STARCEMENT,STARCEMENT,4378,Small Cap
357,MONSANTO INDIA LTD.,INE274B01011,MONSANTO,MONSANTO,4341,Small Cap
358,Equitas Holdings Limited,INE988K01017,EQUITAS,EQUITAS,4339,Small Cap
359,INDIABULLS REAL ESTATE LTD.,INE069I01010,IBREALEST,IBREALEST,4337,Small Cap
360,GULF OIL LUBRICANTS INDIA LTD,INE635Q01029,GULFOILLUB,GULFOILLUB,4303,Small Cap
361,GREAT EASTERN SHIPPING CO.LTD.,INE017A01032,GESHIP*,GESHIP,4298,Small Cap
362,GUJARAT PIPAVAV PORT LTD.,INE517F01014,GPPL,GPPL,4295,Small Cap
363,SUN PHARMA ADVANCED RESEARCH C,INE232I01014,SPARC,SPARC,4285,Small Cap
364,Narayana Hrudayalaya Limited,INE410P01011,NH,NH,4272,Small Cap
365,HINDUSTAN COPPER LTD.,INE531E01026,HINDCOPPER,HINDCOPPER,4247,Small Cap
366,SHOPPERS STOP LTD.,INE498B01024,SHOPERSTOP,SHOPERSTOP,4247,Small Cap
367,BANK OF MAHARASHTRA,INE457A01014,MAHABANK,MAHABANK,4207,Small Cap
368,RATNAMANI METALS & TUBES LTD.,INE703B01027,RATNAMANI,RATNAMANI,4206,Small Cap
369,BIRLA CORPORATION LTD.,INE340A01012,BIRLACORPN,BIRLACORPN,4176,Small Cap
370,MAHARASHTRA SCOOTERS LTD.,INE288A01013,MAHSCOOTER,MAHSCOOTER,4174,Small Cap
371,K.P.R.MILL LIMITED,INE930H01023,KPRMILL,KPRMILL,4163,Small Cap
372,CAN FIN HOMES LTD.,INE477A01020,CANFINHOME,CANFINHOME,4122,Small Cap
373,PNC Infratech Limited,INE195J01029,PNCINFRA,PNCINFRA,4076,Small Cap
374,ELGI EQUIPMENTS LTD.,INE285A01027,ELGIEQUIP,ELGIEQUIP,4058,Small Cap
375,HATHWAY CABLE & DATACOM LTD,INE982F01036,HATHWAY,HATHWAY,4039,Small Cap
376,STRIDES PHARMA SCIENCE LIMITED,INE939A01011,STAR,STAR,4038,Small Cap
377,MOIL LTD.,INE490G01020,MOIL,MOIL,4023,Small Cap
378,MMTC LTD.,INE123F01029,MMTC,MMTC,3997,Small Cap
379,GUJARAT STATE FERTILIZERS & CH,INE026A01025,GSFC,GSFC,3985,Small Cap
380,ECLERX SERVICES LTD.,INE738I01010,ECLERX,ECLERX,3979,Small Cap
381,JK LAKSHMI CEMENT LTD.,INE786A01032,JKLAKSHMI,JKLAKSHMI,3978,Small Cap
382,RELIANCE CAPITAL LTD.,INE013A01015,RELCAPITAL,RELCAPITAL,3952,Small Cap
383,Fine Organic Industries Limite,INE686Y01026,FINEORG,FINEORG,3924,Small Cap
384,MULTI COMMODITY EXCHANGE OF IN,INE745G01035,MCX,,3920,Small Cap
385,HEIDELBERGCEMENT INDIA LTD.,INE578A01017,HEIDELBERG,HEIDELBERG,3915,Small Cap
386,Laurus Labs Limited,INE947Q01010,LAURUSLABS,LAURUSLABS,3905,Small Cap
387,CENTURY PLYBOARDS (I) LTD.,INE348B01021,CENTURYPLY,CENTURYPLY,3903,Small Cap
388,RELIANCE INFRASTRUCTURE LTD.,INE036A01016,RELINFRA,RELINFRA,3894,Small Cap
389,SADBHAV ENGINEERING LTD.,INE226H01026,SADBHAV,SADBHAV,3885,Small Cap
390,Galaxy Surfactants Limited,INE600K01018,GALAXYSURF,GALAXYSURF,3858,Small Cap
391,JUST DIAL LTD.,INE599M01018,JUSTDIAL,JUSTDIAL,3824,Small Cap
392,OMAXE LTD.,INE800H01010,OMAXE,OMAXE,3802,Small Cap
393,ESSEL PROPACK LTD.,INE255A01020,ESSELPRO,ESSELPACK,3784,Small Cap
394,Ujjivan Financial Services Lim,INE334L01012,UJJIVAN,UJJIVAN,3777,Small Cap
395,IRCON International Ltd,INE962Y01013,IRCON,IRCON,3760,Small Cap
396,ISGEC HEAVY ENGINEERING LTD.,INE858B01029,ISGEC,,3754,Small Cap
397,GUJARAT ALKALIES & CHEMICALS L,INE186A01019,GUJALKALI,GUJALKALI,3728,Small Cap
398,BEML LTD.,INE258A01016,BEML,BEML,3718,Small Cap
399,EXCEL CROP CARE LTD.,INE223G01017,EXCELCROP,EXCELCROP,3690,Small Cap
400,RAIN INDUSTRIES LIMITED,INE855B01025,RAIN,RAIN,3681,Small Cap
401,CCL PRODUCTS (INDIA) LTD.,INE421D01022,CCL,CCL,3596,Small Cap
402,ASHOKA BUILDCON LTD.,INE442H01029,ASHOKA,ASHOKA,3593,Small Cap
403,CHENNAI PETROLEUM CORPORATION,INE178A01016,CHENNPETRO,CHENNPETRO,3586,Small Cap
404,REDINGTON (INDIA) LTD.,INE891D01026,REDINGTON,REDINGTON,3579,Small Cap
405,RELIANCE POWER LTD.,INE614G01033,RPOWER,RPOWER,3529,Small Cap
406,NETWORK18 MEDIA & INVESTMENTS,INE870H01013,NETWORK18,NETWORK18,3524,Small Cap
407,TRIVENI TURBINE LTD.,INE152M01016,TRITURBINE,TRITURBINE,3520,Small Cap
408,DEEPAK NITRITE LTD.,INE288B01029,DEEPAKNI,DEEPAKNTR,3519,Small Cap
409,Mahindra Logistics Limited,INE766P01016,MAHLOG,MAHLOG,3511,Small Cap
410,Dishman Carbogen Amcis Limited,INE385W01011,DCAL,DCAL,3505,Small Cap
411,SONATA SOFTWARE LTD.,INE269A01021,SONATSOFTW,SONATSOFTW,3498,Small Cap
412,CERA SANITARYWARE LTD.,INE739E01017,CERA,CERA,3497,Small Cap
413,E.I.D.-PARRY (INDIA) LTD.,INE126A01031,EIDPARRY,EIDPARRY,3459,Small Cap
414,IFB INDUSTRIES LTD.,INE559A01017,IFBIND,IFBIND,3381,Small Cap
415,WELSPUN CORP LIMITED,INE191B01025,WELCORP,WELCORP,3376,Small Cap
416,KNR CONSTRUCTIONS LTD.,INE634I01029,KNRCON,KNRCON,3375,Small Cap
417,NESCO LTD.,INE317F01035,NESCO,NESCO,3370,Small Cap
418,FIRSTSOURCE SOLUTIONS LTD.,INE684F01012,FSL,FSL,3368,Small Cap
419,KAMA HOLDINGS LIMITED,INE411F01010,KAMAHOLD,,3359,Small Cap
420,NAVIN FLUORINE INTERNATIONAL L,INE048G01026,NAVINFLUOR,NAVINFLUOR,3357,Small Cap
421,KARNATAKA BANK LTD.,INE614B01018,KTKBANK,KTKBANK,3357,Small Cap
422,TRIDENT LTD.,INE064C01014,TRIDENT,TRIDENT,3355,Small Cap
423,IndoStar Capital Finance Limit,INE896L01010,INDOSTAR,INDOSTAR,3325,Small Cap
424,PC JEWELLER LTD.,INE785M01013,PCJEWELLER,PCJEWELLER,3301,Small Cap
425,GREAVES COTTON LTD.,INE224A01026,GREAVESCOT,GREAVESCOT,3290,Small Cap
426,D B CORP LTD,INE950I01011,DBCORP,DBCORP,3284,Small Cap
427,RASHTRIYA CHEMICALS & FERTILIZ,INE027A01015,RCF,RCF,3269,Small Cap
428,APL APOLLO TUBES LTD.,INE702C01019,APLAPOLLO,APLAPOLLO,3266,Small Cap
429,JAGRAN PRAKASHAN LTD.,INE199G01027,JAGRAN,JAGRAN,3232,Small Cap
430,MAHARASHTRA SEAMLESS LTD.,INE271B01025,MAHSEAMLES,MAHSEAMLES,3214,Small Cap
431,Orient Electric Limited,INE142Z01019,ORIENTELEC,ORIENTELEC,3214,Small Cap
432,LUX Industries Limited,INE150G01020,LUXIND,LUXIND,3183,Small Cap
433,KEI INDUSTRIES LTD.,INE878B01027,KEI,KEI,3161,Small Cap
434,SUVEN LIFE SCIENCES LTD.,INE495B01038,SUVEN,SUVEN,3159,Small Cap
435,Sharda Cropchem Limited,INE221J01015,SHARDACROP,SHARDACROP,3149,Small Cap
436,KAVERI SEED COMPANY LTD.,INE455I01029,KSCL,KSCL,3134,Small Cap
437,BSE LTD.,INE118H01025,,BSE,3117,Small Cap
438,MAGMA FINCORP LTD.,INE511C01022,MAGMA,MAGMA,3115,Small Cap
439,BRIGADE ENTERPRISES LTD.,INE791I01019,BRIGADE,BRIGADE,3103,Small Cap
440,GAYATRI PROJECTS LTD.,INE336H01023,GAYAPROJ,GAYAPROJ,3095,Small Cap
441,INOX LEISURE LTD.,INE312H01016,INOXLEISUR,INOXLEISUR,3069,Small Cap
442,MAS Financial Services Limited,INE348L01012,MASFIN,MASFIN,3062,Small Cap
443,JSW HOLDINGS LIMITED,INE824G01012,JSWHL,JSWHL,3054,Small Cap
444,RALLIS INDIA LTD.,INE613A01020,RALLIS,RALLIS,3038,Small Cap
445,Sadbhav Infrastructure Project,INE764L01010,SADBHIN,SADBHIN,3021,Small Cap
446,BALRAMPUR CHINI MILLS LTD.,INE119A01028,BALRAMCHIN,BALRAMCHIN,3009,Small Cap
447,SUZLON ENERGY LTD.,INE040H01021,SUZLON,SUZLON,2988,Small Cap
448,SUPRAJIT ENGINEERING LTD.,INE399C01030,SUPRAJIT,SUPRAJIT,2988,Small Cap
449,INDIA CEMENTS LTD.,INE383A01012,INDIACEM,INDIACEM,2987,Small Cap
450,FDC LTD.,INE258B01022,FDC,FDC,2986,Small Cap
451,Minda Corporation Limited,INE842C01021,MINDACORP,MINDACORP,2985,Small Cap
452,SHILPA MEDICARE LTD.,INE790G01031,SHILPAMED,SHILPAMED,2982,Small Cap
453,ICRA LTD.,INE725G01011,ICRA,ICRA,2958,Small Cap
454,FEDERAL-MOGUL GOETZE (INDIA) L,INE529A01010,FMGOETZE,FMGOETZE,2954,Small Cap
455,MAHINDRA HOLIDAYS & RESORTS IN,INE998I01010,MHRIL,MHRIL,2950,Small Cap
456,VENKYS (INDIA) LTD.,INE398A01010,VENKYS,VENKEYS,2932,Small Cap
457,CAPLIN POINT LABORATORIES LTD.,INE475E01026,CAPPL,CAPLIPOINT,2914,Small Cap
458,CARE Ratings Limited,INE752H01013,CARERATING,CARERATING,2870,Small Cap
459,INTELLECT DESIGN ARENA LIMITED,INE306R01017,INTELLECT,INTELLECT,2857,Small Cap
460,INFIBEAM AVENUES LIMITED,INE483S01020,INFIBEAM,INFIBEAM,2835,Small Cap
461,BIRLASOFT LIMITED,INE836A01035,BSOFT,BSOFT,2773,Small Cap
462,JAIN IRRIGATION SYSTEMS LTD.,INE175A01038,JISLJALEQS,JISLJALEQS,2767,Small Cap
463,Techno Electric & Engineering ,INE285K01026,TECHNOE,TECHNOE,2760,Small Cap
464,FORBES & COMPANY LTD.,INE518A01013,FORBESCO,,2755,Small Cap
465,PHILLIPS CARBON BLACK LTD.,INE602A01023,PHILIPCARB,PHILIPCARB,2755,Small Cap
466,HIMACHAL FUTURISTIC COMMUNICAT,INE548A01028,HFCL,HFCL,2747,Small Cap
467,J.B.CHEMICALS & PHARMACEUTICAL,INE572A01028,JBCHEPHARM,JBCHEPHARM,2746,Small Cap
468,CAPRI GLOBAL CAPITAL LIMITED,INE180C01026,CGCL,CGCL,2740,Small Cap
469,KPIT Technologies Ltd,INE04I401011,KPITTECH,KPITTECH,2707,Small Cap
470,Thyrocare Technologies Limited,INE594H01019,THYROCARE,THYROCARE,2700,Small Cap
471,ORIENT REFRACTORIES LTD.,INE743M01012,ORIENTREF,ORIENTREF,2675,Small Cap
472,JAMMU & KASHMIR BANK LTD.,INE168A01041,J&KBANK,J&KBANK,2673,Small Cap
473,SOUTH INDIAN BANK LTD.,INE683A01023,SOUTHBANK,SOUTHBANK,2660,Small Cap
474,JINDAL SAW LTD.,INE324A01024,JINDALSAW,JINDALSAW,2655,Small Cap
475,ALLCARGO LOGISTICS LTD.,INE418H01029,ALLCARGO,ALLCARGO,2651,Small Cap
476,GRANULES INDIA LTD.,INE101D01020,GRANULES,GRANULES,2597,Small Cap
477,KIRLOSKAR OIL ENGINES LTD.,INE146L01010,KIRLOSENG,KIRLOSENG,2591,Small Cap
478,Dixon Technologies (India) Lim,INE935N01012,DIXON,DIXON,2590,Small Cap
479,PRAJ INDUSTRIES LTD.,INE074A01025,PRAJIND,PRAJIND,2556,Small Cap
480,SWAN ENERGY LTD.,INE665A01038,SWANENERGY,SWANENERGY,2553,Small Cap
481,REPCO HOME FINANCE LTD.,INE612J01015,REPCOHOME,REPCOHOME,2549,Small Cap
482,GARWARE TECHNICAL FIBRES LIMIT,INE276A01018,GARFIBRES,GARFIBRES,2548,Small Cap
483,TCI Express Limited,INE586V01016,TCIEXP,TCIEXP,2528,Small Cap
484,GUJARAT MINERAL DEVELOPMENT CO,INE131A01031,GMDCLTD,GMDCLTD,2522,Small Cap
485,RUPA & COMPANY LTD.,INE895B01021,RUPA,RUPA,2495,Small Cap
486,NAVNEET EDUCATION LIMITED,INE060A01024,NAVNETEDUL,NAVNETEDUL,2489,Small Cap
487,Amber Enterprises India Limite,INE371P01015,AMBER,AMBER,2488,Small Cap
488,BOMBAY DYEING & MFG.CO.LTD.,INE032A01023,BOMDYEING,BOMDYEING,2473,Small Cap
489,INDIABULLS INTEGRATED SERVICES,INE126M01010,IBULISL,IBULISL,2467,Small Cap
490,ENTERTAINMENT NETWORK (INDIA),INE265F01028,ENIL,ENIL,2463,Small Cap
491,JK PAPER LTD.,INE789E01012,JKPAPER,JKPAPER,2461,Small Cap
492,APAR INDUSTRIES LTD.,INE372A01015,APARINDS,APARINDS,2461,Small Cap
493,VRL Logistics Limited,INE366I01010,VRLLOG,VRLLOG,2446,Small Cap
494,Future Supply Chain Solutions ,INE935Q01015,FSC,FSC,2441,Small Cap
495,KENNAMETAL INDIA LTD.,INE717A01029,KENNAMET,,2428,Small Cap
496,Mishra Dhatu Nigam Limited,INE099Z01011,MIDHANI,MIDHANI,2419,Small Cap
497,GUJARAT AMBUJA EXPORTS LTD.,INE036B01022,GAEL,GAEL,2411,Small Cap
498,KSB LIMITED,INE999A01015,KSB,KSB,2408,Small Cap
499,RESPONSIVE INDUSTRIES LTD.,INE688D01026,RESPONIND,RESPONIND,2406,Small Cap
500,GHCL LTD.,INE539A01019,GHCL,GHCL,2375,Small Cap
501,CENTRAL DEPOSITORY SERVICES (INDIA) LTD.,INE736A01011,,CDSL,2366,Small Cap
502,Mishtann Foods Limited,INE094S01041,MISHTANN ,,2362,Small Cap
503,CG Power and Industrial Soluti,INE067A01029,CGPOWER,CGPOWER,2358,Small Cap
504,VESUVIUS INDIA LTD.,INE386A01015,VESUVIUS,VESUVIUS,2352,Small Cap
505,INDIA TOURISM DEVELOPMENT CORP,INE353K01014,ITDC,ITDC,2350,Small Cap
506,SCHNEIDER ELECTRIC INFRASTRUCT,INE839M01018,SCHNEIDER,SCHNEIDER,2329,Small Cap
507,DEN NETWORKS LTD,INE947J01015,DEN,DEN,2312,Small Cap
508,SHRIRAM PISTONS & RINGS LTD.,INE526E01018,,SHRIPISTON,2288,Small Cap
509,SUDARSHAN CHEMICAL INDUSTRIES,INE659A01023,SUDARSCHEM,SUDARSCHEM,2285,Small Cap
510,LA OPALA RG LTD.,INE059D01020,LAOPALA,LAOPALA,2274,Small Cap
511,JAMNA AUTO INDUSTRIES LTD.,INE039C01032,JAMNAAUTO,JAMNAAUTO,2266,Small Cap
512,COX & KINGS LIMITED,INE008I01026,COX&KINGS,COX&KINGS,2266,Small Cap
513,JET AIRWAYS (INDIA) LTD.,INE802G01018,JETAIRWAYS,JETAIRWAYS,2266,Small Cap
514,NOCIL LTD.,INE163A01018,NOCIL,NOCIL,2256,Small Cap
515,TRANSPORT CORPORATION OF INDIA,INE688A01022,TCI,TCI,2242,Small Cap
516,VAIBHAV GLOBAL LTD,INE884A01019,VAIBHAVGBL,VAIBHAVGBL,2236,Small Cap
517,S H Kelkar and Company Limited,INE500L01026,SHK,SHK,2232,Small Cap
518,HERITAGE FOODS LIMITED,INE978A01027,HERITGFOOD,HERITGFOOD,2227,Small Cap
519,PTC INDIA LTD.,INE877F01012,PTC,PTC,2227,Small Cap
520,Prataap Snacks Limited,INE393P01035,DIAMONDYD,DIAMONDYD,2167,Small Cap
521,TASTY BITE EATABLES LTD.,INE488B01017,TASTYBIT,TASTYBITE,2158,Small Cap
522,Newgen Software Technologies L,INE619B01017,NEWGEN,NEWGEN,2158,Small Cap
523,JTEKT India Ltd,INE643A01035,JTEKTINDIA,JTEKTINDIA,2155,Small Cap
524,SURABHI CHEMICALS & INVESTMENT,INE401F01037,SURCHIN,,2150,Small Cap
525,ARVIND LTD.,INE034A01011,ARVIND,ARVIND,2146,Small Cap
526,TIME TECHNOPLAST LTD.,INE508G01029,TIMETECHNO,TIMETECHNO,2139,Small Cap
527,GOODYEAR INDIA LTD.,INE533A01012,GOODYEAR,,2124,Small Cap
528,AHLUWALIA CONTRACTS (INDIA) LT,INE758C01029,AHLUCONT,AHLUCONT,2113,Small Cap
529,CITURGIA BIOCHEMICALS LTD.,INE795B01031,CITURGIA,,2089,Small Cap
530,BALMER LAWRIE & CO.LTD.,INE164A01016,BALMLAWRIE,BALMLAWRIE,2087,Small Cap
531,LAKSHMI VILAS BANK LTD.,INE694C01018,LAKSHVILAS,LAKSHVILAS,2081,Small Cap
532,WHEELS INDIA LTD.,INE715A01015,WHEELS,WHEELS,2066,Small Cap
533,IFCI LTD.,INE039A01010,IFCI,IFCI,2042,Small Cap
534,TAKE SOLUTIONS LTD.,INE142I01023,TAKE,TAKE,2039,Small Cap
535,Greenlam Industries Ltd,INE544R01013,GRNLAMIND,GREENLAM,2037,Small Cap
536,JK TYRE & INDUSTRIES LTD.,INE573A01042,JKTYRE,JKTYRE,2035,Small Cap
537,FORCE MOTORS LTD.,INE451A01017,FORCEMOT,,2032,Small Cap
538,HIKAL LTD.,INE475B01022,HIKAL,HIKAL,2024,Small Cap
539,GABRIEL INDIA LTD.,INE524A01029,GABRIEL,GABRIEL,2022,Small Cap
540,SHREE RENUKA SUGARS LTD.,INE087H01022,RENUKA,RENUKA,2020,Small Cap
541,SUPREME PETROCHEM LTD.,INE663A01017,SUPPETRO,SUPPETRO,2013,Small Cap
542,ITD CEMENTATION INDIA LTD.,INE686A01026,ITDCEM,ITDCEM,2007,Small Cap
543,Parag Milk Foods Limited,INE883N01014,PARAGMILK,PARAGMILK,2003,Small Cap
544,Jindal Stainless (Hisar) Limit,INE455T01018,JSLHISAR,JSLHISAR,1998,Small Cap
545,HINDUSTAN CONSTRUCTION CO.LTD.,INE549A01026,HCC,HCC,1986,Small Cap
546,MAHINDRA LIFESPACE DEVELOPERS,INE813A01018,MAHLIFE,MAHLIFE,1976,Small Cap
547,Advanced Enzyme Technologies L,INE837H01020,ADVENZYMES,ADVENZYMES,1973,Small Cap
548,NILKAMAL LTD.,INE310A01015,NILKAMAL,NILKAMAL,1954,Small Cap
549,EMRALD COMMERCIAL LIMITED,INE162D01014,,,1948,Small Cap
550,Max India Ltd.,INE153U01017,MAXINDIA,MAXINDIA,1939,Small Cap
551,DHANUKA AGRITECH LTD.,INE435G01025,DHANUKA,DHANUKA,1933,Small Cap
552,JAI CORP LTD.,INE070D01027,JAICORPLTD,JAICORPLTD,1927,Small Cap
553,HIMATSINGKA SEIDE LTD.,INE049A01027,HIMATSEIDE,HIMATSEIDE,1927,Small Cap
554,BOROSIL GLASS WORKS LTD.,INE666D01022,BOROSIL,BOROSIL,1917,Small Cap
555,INGERSOLL-RAND (INDIA) LTD.,INE177A01018,INGERRAND,INGERRAND,1880,Small Cap
556,TV TODAY NETWORK LTD.,INE038F01029,TVTODAY,TVTODAY,1878,Small Cap
557,JMC PROJECTS (INDIA) LTD.,INE890A01024,JMCPROJECT,JMCPROJECT,1852,Small Cap
558,ORIENT CEMENT LTD,INE876N01018,ORIENTCEM,ORIENTCEM,1852,Small Cap
559,BANNARI AMMAN SUGARS LTD.,INE459A01010,BANARISUG,BANARISUG,1845,Small Cap
560,NAVA BHARAT VENTURES LTD.,INE725A01022,NBVENTURES*,NBVENTURES,1843,Small Cap
561,GREENPLY INDUSTRIES LTD.,INE461C01038,GREENPLY,GREENPLY,1840,Small Cap
562,KOLTE-PATIL DEVELOPERS LTD.,INE094I01018,KOLTEPATIL,KOLTEPATIL,1831,Small Cap
563,POLY MEDICURE LTD.,INE205C01021,POLYMED,POLYMED,1819,Small Cap
564,Future Enterprises Limited,INE623B01027,FEL,FEL,1817,Small Cap
565,NIRLON LTD.,INE910A01012,NIRLON,,1806,Small Cap
566,NRB BEARINGS LTD.,INE349A01021,NRBBEARING,NRBBEARING,1804,Small Cap
567,BHARAT RASAYAN LTD.,INE838B01013,BHARATRAS,BHARATRAS,1801,Small Cap
568,PRIME FOCUS LTD.,INE367G01038,PFOCUS,PFOCUS,1790,Small Cap
569,TIDE WATER OIL (INDIA) LTD.,INE484C01022,TIDEWATER,TIDEWATER,1779,Small Cap
570,RAMCO INDUSTRIES LTD.,INE614A01028,RAMCOIND,RAMCOIND,1774,Small Cap
571,ELANTAS BECK INDIA LTD.,INE280B01018,ELANTAS,,1773,Small Cap
572,Puravankara Limited,INE323I01011,PURVA,PURVA,1769,Small Cap
573,AUTOMOTIVE AXLES LTD.,INE449A01011,AUTOAXLES,AUTOAXLES,1767,Small Cap
574,HSIL LTD.,INE415A01038,HSIL,HSIL,1757,Small Cap
575,INTERNATIONAL PAPER APPM LIMIT,INE435A01028,IPAPPM,IPAPPM,1756,Small Cap
576,GMM PFAUDLER LTD.,INE541A01023,GMM,GMMPFAUDLR,1755,Small Cap
