Stock Symbol,Company Name,ISIN Code,Qty,Average Cost Price,Current Market Price,% Change over prev close,Value At Cost,Value At Market Price,Realized Profit / Loss,Unrealized Profit/Loss,Unrealized Profit/Loss %,
GODIND,GODREJ INDUSTRIES LIMITED,INE233A01035,4,558.94,539.85,+ 0.30,2235.76,2159.40,0.00,-76.36,(3.42),
GREEIN,GREENLAM INDUSTRIES LIMITED,INE544R01013,2,1143.30,879.95,+ 0.15,2286.60,1759.90,0.00,-526.70,(23.03),
QUECOR,QUESS CORP LIMITED,INE615P01015,2,873.32,713.25,+ 0.37,1746.64,1426.50,0.00,-320.14,(18.33),
TALLIF,TALWALKARS LIFESTYLES LIMITED,INE627Z01019,11,150.50,112.00,- 0.84,1655.50,1232.00,0.00,-423.50,(25.58),
TALWAL,TALWALKARS BETTER VALUE FITNES,INE502K01016,8,303.04,42.80,+ 0.59,2424.32,342.40,0.00,-2081.92,(85.88),
TUBIN,TUBE INVESTMENTS OF INDIA LTD,INE974X01010,8,290.39,368.50,+ 4.38,2323.12,2948.00,0.00,624.88,26.90,
AKZNOB,AKZO NOBEL INDIA LIMITED,INE133A01011,2,1872.99,1804.90,+ 1.95,3745.98,3609.80,0.00,-136.18,(3.64),
ASIPAI,ASIAN PAINTS INDIA LTD,INE021A01026,9,1076.82,1388.00,+ 0.47,9691.38,12492.00,0.00,2800.62,28.90,
BERPAI,BERGER PAINTS INDIA LTD,INE463A01038,12,286.74,325.50,- 0.53,3440.88,3906.00,0.00,465.12,13.52,
KANNER,KANSAI NEROLAC PAINTS,INE531A01024,7,488.92,483.00,- 0.16,3422.44,3381.00,0.00,-41.44,(1.21),
ABBIND,ABBOTT INDIA LIMITED,INE358A01014,1,4130.35,7470.00,- 0.83,4130.35,7470.00,0.00,3339.65,80.86,
APOHOS,APOLLO HOSPITALS ENTERPRISES L,INE437A01024,7,1211.95,1263.00,+ 0.14,8483.65,8841.00,0.00,357.35,4.21,
AURPHA,AUROBINDO PHARMA LTD,INE406A01037,3,736.24,718.00,- 0.60,2208.72,2154.00,0.00,-54.72,(2.48),
BIOCON,BIOCON LIMITED,INE376G01013,2,626.57,617.95,- 0.77,1253.14,1235.90,0.00,-17.24,(1.38),
CADHEA,CADILA HEALTHCARE LIMITED,INE010B01027,5,436.29,344.95,- 0.45,2181.45,1724.75,0.00,-456.70,(20.94),
CIPLA,CIPLA LIMITED,INE059A01026,6,566.81,513.50,- 0.42,3400.86,3081.00,1347.93,-319.86,(9.41),
DRLAL,DR. LAL PATHLABS LIMITED,INE600L01024,2,888.61,914.15,- 0.27,1777.22,1828.30,0.00,51.08,2.87,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,2,2453.52,2570.70,- 1.15,4907.04,5141.40,493.65,234.36,4.78,
FORHEA,FORTIS HEALTHCARE LIMITED,INE061F01013,13,162.21,141.30,+ 0.57,2108.73,1836.90,0.00,-271.83,(12.89),
GLAPHA,GLAXOSMITHKLINE PHARMACEUTICAL,INE159A01016,2,1685.31,1454.00,- 2.57,3370.62,2908.00,0.00,-462.62,(13.73),
GLEPHA,GLENMARK PHARMACEUTICALS LTD,INE935A01035,4,613.85,668.85,- 1.88,2455.40,2675.40,0.00,220.00,8.96,
LUPIN,LUPIN LIMITED,INE326A01037,7,1419.15,825.00,- 0.91,9934.05,5775.00,0.00,-4159.05,(41.87),
NARHRU,NARAYANA HRUDAYALAYA LIMITED,INE410P01011,12,271.65,192.80,- 0.10,3259.80,2313.60,0.00,-946.20,(29.03),
PFIZER,PFIZER LTD,INE182A01018,1,1818.32,2782.15,- 1.42,1818.32,2782.15,(786.52),963.83,53.01,
PIRENT,PIRAMAL ENTERPRISES LIMITED,INE140A01024,2,2741.20,2318.00,- 0.97,5482.40,4636.00,0.00,-846.40,(15.44),
SANOFI,SANOFI INDIA LTD,INE058A01010,1,4094.35,6255.75,+ 0.21,4094.35,6255.75,0.00,2161.40,52.79,
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,INE044A01036,17,722.31,439.95,- 0.02,12279.27,7479.15,0.00,-4800.12,(39.09),
ESSPRO,ESSEL PROPACK LIMITED,INE255A01020,14,121.08,107.10,- 2.90,1695.12,1499.40,0.00,-195.72,(11.55),
HSILIM,HSIL LIMITED,INE415A01038,6,408.49,229.80,- 2.21,2450.94,1378.80,0.00,-1072.14,(43.74),
HUHPPL,HUHTAMAKI PPL LIMITED,INE275B01026,3,325.26,191.00,- 0.96,975.78,573.00,0.00,-402.78,(41.28),
JAIIRR,JAIN IRRIGATION SYSTEMS LTD,INE175A01038,24,94.01,66.25,- 1.85,2256.24,1590.00,0.00,-666.24,(29.53),
NILLIM,NILKAMAL LIMITED,INE310A01015,2,1815.04,1456.00,+ 0.11,3630.08,2912.00,0.00,-718.08,(19.78),
SUPIND,SUPREME INDUSTRIES LTD,INE195A01028,2,1205.90,1113.10,- 1.45,2411.80,2226.20,0.00,-185.60,(7.70),
UFLLIM,UFLEX LIMITED,INE516A01017,8,292.07,279.10,+ 0.18,2336.56,2232.80,0.00,-103.76,(4.44),
NHPC,NHPC LIMITED,INE848E01016,80,26.92,25.70,+ 0.19,2153.60,2056.00,0.00,-97.60,(4.53),
NTPC,NTPC LIMITED,INE733E01010,49,151.17,146.40,- 0.14,7407.33,7173.60,(1038.88),-233.73,(3.16),
POWGRI,POWER GRID CORPORATION OF INDI,INE752E01010,35,191.93,193.40,- 1.02,6717.55,6769.00,238.70,51.45,0.77,
TATPOW,TATA POWER CO LTD,INE245A01021,25,84.92,75.00,+ 0.20,2123.00,1875.00,(122.15),-248.00,(11.68),
ADAGAS,ADANI GAS LIMITED,INE399L01023,17,72.00,101.50,+ 1.00,1224.00,1725.50,0.00,501.50,40.97,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,8,429.69,354.25,- 1.14,3437.52,2834.00,590.72,-603.52,(17.56),
CASIND,CASTROL INDIA LIMITED,INE172A01027,19,186.88,147.65,+ 0.24,3550.72,2805.35,0.00,-745.37,(20.99),
GAIL,GAIL (INDIA) LIMITED,INE129A01019,6,355.90,351.05,+ 0.21,2135.40,2106.30,(355.80),-29.10,(1.36),
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,12,285.64,250.65,- 2.30,3427.68,3007.80,(1002.79),-419.88,(12.25),
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,4,285.08,273.60,- 0.31,1140.32,1094.40,0.00,-45.92,(4.03),
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,20,177.17,133.95,- 2.37,3543.40,2679.00,249.72,-864.40,(24.39),
OILIND,OIL INDIA LIMITED,INE274J01014,10,226.03,173.45,+ 0.61,2260.30,1734.50,0.00,-525.80,(23.26),
ONGC,OIL AND NATURAL GAS CORPORATIO,INE213A01029,32,189.45,143.45,- 2.81,6062.40,4590.40,1482.22,-1472.00,(24.28),
PETLNG,PETRONET LNG LIMITED,INE347G01014,14,233.96,230.05,+ 0.83,3275.44,3220.70,0.00,-54.74,(1.67),
RELIND,RELIANCE INDUSTRIES,INE002A01018,16,550.64,1103.85,- 0.22,8810.24,17661.60,486.74,8851.36,100.47,
AVESUP,AVENUE SUPERMARTS LTD DMART,INE192R01011,2,1368.09,1572.85,+ 0.66,2736.18,3145.70,0.00,409.52,14.97,
BATIND,BATA INDIA LIMITED,INE176A01028,5,734.88,1114.50,+ 0.12,3674.40,5572.50,0.00,1898.10,51.66,
FUTLIF,FUTURE LIFESTYLE FASHIONS LTD,INE452O01016,6,370.76,394.10,- 0.86,2224.56,2364.60,0.00,140.04,6.30,
FUTRE,FUTURE RETAIL LIMITED,INE752P01024,5,470.57,460.00,- 1.81,2352.85,2300.00,0.00,-52.85,(2.25),
RELFOO,RELAXO FOOTWEARS LIMITED,INE131B01039,5,625.65,745.10,+ 0.99,3128.25,3725.50,0.00,597.25,19.09,
SHOSTO,SHOPPERS STOP LIMITED,INE498B01024,5,423.67,523.00,- 0.22,2118.35,2615.00,0.00,496.65,23.45,
TRENT,TRENT LTD (LAKME LTD),INE849A01020,7,299.79,350.80,- 0.60,2098.53,2455.60,0.00,357.07,17.02,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,6,380.72,380.90,- 0.01,2284.32,2285.40,0.00,1.08,0.05,
AEGLOG,AEGIS LOGISTICS LTD,INE208C01025,9,239.17,204.65,+ 0.57,2152.53,1841.85,0.00,-310.68,(14.43),
ALLLOG,ALLCARGO LOGISTICS LTD,INE418H01029,15,139.52,108.15,- 0.23,2092.80,1622.25,0.00,-470.55,(22.48),
BLUDAR,BLUE DART EXPRESS LTD,INE233B01017,2,3676.42,3348.00,- 0.27,7352.84,6696.00,0.00,-656.84,(8.93),
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,4,644.56,672.20,+ 0.35,2578.24,2688.80,(2098.58),110.56,4.29,
FUTSUP,FUTURE SUPPLY CHAIN SOL LTD,INE935Q01015,2,691.85,657.75,- 0.34,1383.70,1315.50,0.00,-68.20,(4.93),
MAHLO,MAHINDRA LOGISTICS LIMITED,INE766P01016,2,489.55,512.50,- 0.18,979.10,1025.00,0.00,45.90,4.69,
SCI,SHIPPING CORP OF INDIA LT,INE109A01011,27,81.77,46.80,- 0.53,2207.79,1263.60,0.00,-944.19,(42.77),
VRLLOG,VRL LOGISTICS LIMITED,INE366I01010,6,395.14,282.05,- 1.96,2370.84,1692.30,0.00,-678.54,(28.62),
BALCHI,BALRAMPUR CHINI MILLS LTD,INE119A01028,18,131.55,106.40,+ 1.82,2367.90,1915.20,0.00,-452.70,(19.12),
EIDPAR,EID PARRY (INDIA) LTD,INE126A01031,11,281.37,208.00,+ 1.00,3095.07,2288.00,0.00,-807.07,(26.08),
RENSUG,SHREE RENUKA SUGARS LTD,INE087H01022,100,12.88,11.03,+ 1.38,1288.00,1103.00,0.00,-185.00,(14.36),
BHAAIR,BHARTI AIRTEL LTD,INE397D01024,31,361.83,310.00,- 0.90,11216.73,9610.00,215.19,-1606.73,(14.32),
BHAINF,BHARTI INFRATEL LIMITED,INE121J01017,7,338.08,269.50,+ 2.35,2366.56,1886.50,0.00,-480.06,(20.29),
IDECEL,VODAFONE IDEA LIMITED,INE669E01016,69,59.56,35.80,- 2.72,4109.64,2470.20,(681.03),-1639.44,(39.89),
ADIFAS,ADITYA BIRLA FASHION & RTL LTD,INE647O01011,13,165.44,197.60,+ 0.97,2150.72,2568.80,0.00,418.08,19.44,
ARVLIM,ARVIND LIMITED,INE034A01011,6,413.10,96.65,+ 0.42,2478.60,579.90,0.00,-1898.70,(76.60),
