ftwhl_ticker,ftwhl_high,ftwhl_high_dt,ftwhl_low,ftwhl_low_dt
SIMBHALS,9.35,27-AUG-2020,3.55,26-MAR-2020
SIMPLEXINF,64.25,20-JAN-2020,16.5,03-APR-2020
SINTEX,3.15,06-JUL-2020,0.55,26-MAR-2020
SIRCA,346.0,14-FEB-2020,157.4,27-MAR-2020
SIS,1037.35,14-JAN-2020,322.1,07-MAY-2020
SITINET,2.4,03-JUL-2020,0.5,03-APR-2020
SIYSIL,274.9,21-JAN-2020,93.5,19-MAY-2020
SJVN,27.35,20-JAN-2020,17.25,13-MAR-2020
SKFINDIA,2317.95,16-JAN-2020,1230.0,24-MAR-2020
SKIL,5.85,26-SEP-2019,2.7,16-SEP-2020
SKIPPER,62.25,01-NOV-2019,17.1,01-APR-2020
SKMEGGPROD,56.45,14-AUG-2020,20.0,13-MAR-2020
SMARTLINK,100.9,24-DEC-2019,50.0,13-MAR-2020
SMLISUZU,665.0,05-FEB-2020,280.1,24-MAR-2020
SMSLIFE,678.85,22-SEP-2020,152.65,27-MAR-2020
SMSPHARMA,101.7,18-SEP-2020,24.0,13-MAR-2020
SNOWMAN,45.65,30-DEC-2019,24.05,13-MAR-2020
SOBHA,518.0,26-SEP-2019,120.65,30-MAR-2020
SOLARA,1090.0,21-SEP-2020,336.6,01-OCT-2019
SOLARINDS,1349.0,01-FEB-2020,773.05,23-MAR-2020
SOMANYCERA,252.5,17-JAN-2020,76.85,25-MAR-2020
SOMATEX,3.6,07-JAN-2020,1.7,19-MAY-2020
SOMICONVEY,36.05,25-AUG-2020,9.4,06-MAR-2020
SONATSOFTW,354.95,27-FEB-2020,147.25,24-MAR-2020
SORILINFRA,153.55,27-SEP-2019,36.8,07-APR-2020
SOTL,1043.45,31-OCT-2019,475.0,24-MAR-2020
SOUTHBANK,11.85,04-NOV-2019,4.8,23-MAR-2020
SOUTHWEST,28.3,15-SEP-2020,9.5,27-MAR-2020
SPAL,239.0,13-NOV-2019,56.75,30-MAR-2020
SPANDANA,1397.0,08-NOV-2019,405.0,27-APR-2020
SPARC,210.9,28-JAN-2020,81.0,25-MAR-2020
SPECIALITY,82.95,01-NOV-2019,20.15,25-MAR-2020
SPENCERS,110.15,27-FEB-2020,53.22,26-DEC-2019
SPIC,25.95,05-AUG-2020,9.4,24-MAR-2020
SPICEJET,133.0,26-SEP-2019,30.65,25-MAR-2020
SPLIL,44.45,15-NOV-2019,17.1,13-MAR-2020
SPMLINFRA,15.4,16-DEC-2019,4.9,01-APR-2020
SPTL,3.95,26-SEP-2019,0.55,30-MAR-2020
SREEL,193.0,24-JAN-2020,90.0,24-MAR-2020
SREINFRA,11.45,04-NOV-2019,3.5,01-APR-2020
SRF,4475.0,17-SEP-2020,2467.65,25-MAR-2020
SRHHYPOLTD,207.0,16-SEP-2020,65.6,24-MAR-2020
SRIPIPES,234.0,17-FEB-2020,96.0,30-MAR-2020
SRPL,43.35,24-SEP-2020,37.1,25-SEP-2020
SRTRANSFIN,1340.2,24-FEB-2020,431.37,23-MAR-2020
SSWL,789.95,30-SEP-2019,316.0,20-MAY-2020
STAR,745.0,18-SEP-2020,268.0,20-MAR-2020
STARCEMENT,104.95,06-NOV-2019,60.0,19-MAR-2020
STARPAPER,174.0,01-OCT-2019,60.0,24-MAR-2020
STCINDIA,87.0,26-SEP-2019,28.0,25-MAR-2020
STEELCITY,43.1,26-AUG-2020,14.75,18-MAR-2020
STEELXIND,42.5,17-SEP-2020,9.1,15-OCT-2019
STEL,83.0,11-NOV-2019,30.0,24-MAR-2020
STERTOOLS,261.5,15-JAN-2020,110.0,28-MAY-2020
STRTECH,174.7,26-AUG-2020,58.65,13-MAR-2020
SUBEX,12.7,13-AUG-2020,2.9,30-MAR-2020
SUBROS,299.4,02-JAN-2020,117.75,31-MAR-2020
SUDARSCHEM,538.0,18-SEP-2020,290.1,19-MAR-2020
SUMEETINDS,2.8,28-AUG-2020,1.2,01-APR-2020
SUMICHEM,317.0,25-JUN-2020,151.05,25-MAR-2020
SUMIT,24.0,18-OCT-2019,8.85,25-SEP-2020
SUMMITSEC,517.15,26-SEP-2019,197.2,24-MAR-2020
SUNCLAYLTD,2348.8,27-JAN-2020,1010.2,24-MAR-2020
SUNDARAM,2.05,31-JAN-2020,1.0,28-MAY-2020
SUNDARMFIN,1784.95,05-FEB-2020,982.05,25-MAR-2020
SUNDARMHLD,81.55,30-DEC-2019,35.05,23-MAR-2020
SUNDRMBRAK,352.0,27-DEC-2019,132.95,25-MAR-2020
SUNDRMFAST,533.35,27-JAN-2020,248.5,07-APR-2020
SUNFLAG,50.85,20-AUG-2020,20.05,24-MAR-2020
SUNPHARMA,564.75,28-AUG-2020,312.0,30-MAR-2020
SUNTECK,457.8,10-JAN-2020,145.0,27-MAY-2020
SUNTV,551.3,01-NOV-2019,259.55,03-APR-2020
SUPERHOUSE,115.0,27-AUG-2020,50.05,24-MAR-2020
SUPERSPIN,5.55,26-JUN-2020,2.0,01-APR-2020
SUPPETRO,244.9,25-SEP-2020,113.35,13-MAR-2020
SUPRAJIT,219.0,14-JAN-2020,99.25,25-MAR-2020
SUPREMEIND,1474.0,21-SEP-2020,773.3,23-MAR-2020
SURANASOL,12.45,13-JAN-2020,4.95,08-MAY-2020
SURANAT&P,5.35,22-JUN-2020,1.95,31-MAR-2020
SURYALAXMI,26.6,16-JAN-2020,11.4,26-MAR-2020
SURYAROSNI,213.8,21-SEP-2020,61.95,30-MAR-2020
SUTLEJTEX,39.7,20-JAN-2020,15.2,23-MAR-2020
SUVEN,334.7,15-NOV-2019,15.2,21-JAN-2020
SUVENPHAR,825.0,18-SEP-2020,175.2,24-MAR-2020
SUZLON,6.05,06-JUL-2020,1.7,26-MAR-2020
SWANENERGY,160.0,10-AUG-2020,86.0,23-MAR-2020
SWARAJENG,1699.95,08-SEP-2020,802.75,25-MAR-2020
SWSOLAR,630.05,11-OCT-2019,69.7,31-MAR-2020
SYMPHONY,1408.95,07-FEB-2020,690.7,25-MAR-2020
SYNGENE,596.7,24-SEP-2020,212.55,30-MAR-2020
TAINWALCHM,83.5,30-JAN-2020,31.1,13-MAR-2020
TAJGVK,222.5,11-FEB-2020,81.2,24-MAR-2020
TAKE,120.55,29-OCT-2019,36.25,03-APR-2020
TALBROAUTO,162.25,20-JAN-2020,64.75,23-MAR-2020
TANLA,286.8,11-SEP-2020,37.1,25-MAR-2020
TARMAT,47.5,18-AUG-2020,18.55,01-JUN-2020
TASTYBITE,13740.0,07-JUL-2020,7456.95,24-MAR-2020
TATACHEM,779.8,11-FEB-2020,197.0,24-MAR-2020
TATACOFFEE,119.9,24-AUG-2020,48.0,25-MAR-2020
TATACOMM,935.0,15-SEP-2020,200.0,19-MAR-2020
TATACONSUM,591.95,03-SEP-2020,213.7,24-MAR-2020
TATAELXSI,1331.0,14-SEP-2020,499.95,25-MAR-2020
TATAINVEST,1024.9,11-FEB-2020,591.0,24-MAR-2020
TATAMETALI,688.0,14-JAN-2020,308.0,25-MAR-2020
TATAMOTORS,201.7,15-JAN-2020,63.5,24-MAR-2020
TATAMTRDVR,84.2,16-JAN-2020,28.4,24-MAR-2020
TATAPOWER,64.25,26-SEP-2019,27.0,12-MAY-2020
TATASTEEL,506.0,14-JAN-2020,250.85,30-MAR-2020
TATASTLBSL,32.55,14-JAN-2020,15.1,13-MAR-2020
TATASTLLP,486.8,02-JAN-2020,164.0,24-MAR-2020
TBZ,52.8,24-OCT-2019,16.45,25-MAR-2020
TCI,313.0,30-SEP-2019,121.6,23-MAR-2020
TCIDEVELOP,444.0,11-MAY-2020,212.5,13-APR-2020
TCIEXP,949.0,17-FEB-2020,455.8,07-APR-2020
TCIFINANCE,13.3,11-DEC-2019,3.8,30-MAR-2020
TCNSBRANDS,781.05,23-OCT-2019,295.1,25-MAR-2020
TCPLPACK,465.0,17-AUG-2020,130.0,24-MAR-2020
TCS,2555.0,22-SEP-2020,1506.05,13-MAR-2020
TDPOWERSYS,190.0,11-FEB-2020,70.0,27-MAR-2020
TEAMLEASE,3200.0,17-OCT-2019,1415.35,25-MAR-2020
TECHIN,4.4,03-OCT-2019,1.7,18-MAY-2020
TECHM,845.9,20-FEB-2020,471.4,23-MAR-2020
TECHNOE,322.0,04-NOV-2019,171.05,19-MAY-2020
TEJASNET,114.0,21-NOV-2019,28.9,20-MAY-2020
TERASOFT,36.5,08-JUL-2020,12.05,31-MAR-2020
TEXINFRA,55.85,09-JAN-2020,21.5,19-MAR-2020
TEXMOPIPES,18.65,08-NOV-2019,6.8,23-MAR-2020
TEXRAIL,49.25,27-SEP-2019,13.5,23-MAR-2020
TFCILTD,90.45,08-NOV-2019,28.75,20-MAY-2020
TFL,6.5,16-DEC-2019,2.0,03-APR-2020
TGBHOTELS,7.95,31-AUG-2020,1.9,30-MAR-2020
THANGAMAYL,490.0,18-FEB-2020,220.0,03-APR-2020
THEINVEST,157.95,22-OCT-2019,62.4,24-MAR-2020
THEMISMED,459.0,13-FEB-2020,212.25,07-OCT-2019
THERMAX,1171.1,04-NOV-2019,570.0,23-MAR-2020
THOMASCOOK,170.0,26-NOV-2019,21.95,25-MAR-2020
THYROCARE,846.9,18-AUG-2020,409.6,13-MAR-2020
TI,22.85,30-JUN-2020,11.4,24-OCT-2019
TIDEWATER,5335.0,18-AUG-2020,2550.0,23-MAR-2020
TIIL,418.7,26-SEP-2019,144.45,24-MAR-2020
TIINDIA,681.95,07-SEP-2020,254.0,03-APR-2020
TIJARIA,10.75,11-NOV-2019,3.5,26-MAR-2020
TIL,229.0,27-JAN-2020,88.95,23-MAR-2020
TIMESGTY,41.75,27-OCT-2019,13.55,03-APR-2020
TIMETECHNO,69.6,05-NOV-2019,22.4,24-MAR-2020
TIMKEN,1228.8,07-SEP-2020,639.05,24-MAR-2020
TINPLATE,163.95,16-JAN-2020,55.65,24-MAR-2020
TIPSINDLTD,319.1,14-SEP-2020,64.05,16-OCT-2019
TIRUMALCHM,87.9,31-OCT-2019,31.5,25-MAR-2020
TIRUPATIFL,38.35,17-AUG-2020,22.9,22-SEP-2020
TITAN,1389.95,25-OCT-2019,720.9,24-MAR-2020
TMRVL,20.65,11-NOV-2019,5.1,25-MAR-2020
TNPETRO,48.0,17-JAN-2020,18.65,24-MAR-2020
TNPL,215.35,30-SEP-2019,86.5,03-APR-2020
TOKYOPLAST,93.0,30-OCT-2019,50.0,17-OCT-2019
TORNTPHARM,3031.2,11-AUG-2020,1555.0,10-OCT-2019
TORNTPOWER,368.9,20-AUG-2020,231.95,13-MAR-2020
TOTAL,49.9,17-SEP-2020,25.9,01-SEP-2020
TOUCHWOOD,93.25,21-JAN-2020,37.1,28-JUL-2020
TPLPLASTEH,153.0,26-SEP-2019,56.65,23-MAR-2020
TREEHOUSE,9.8,19-AUG-2020,2.75,26-MAR-2020
TRENT,804.7,25-FEB-2020,365.0,24-MAR-2020
TRF,142.95,10-JAN-2020,45.15,25-MAR-2020
TRIDENT,8.4,16-DEC-2019,3.05,24-MAR-2020
TRIGYN,62.35,28-AUG-2020,18.05,25-MAR-2020
TRIL,14.9,29-JUN-2020,4.9,13-MAR-2020
TRITURBINE,112.0,05-NOV-2019,45.5,25-MAR-2020
TRIVENI,88.45,15-JAN-2020,28.65,26-MAR-2020
TTKHLTCARE,618.85,28-JAN-2020,260.0,23-MAR-2020
TTKPRESTIG,6650.0,26-SEP-2019,3901.1,24-MAR-2020
TTL,49.0,30-JAN-2020,24.0,03-APR-2020
TTML,4.45,24-JUN-2020,1.8,07-APR-2020
TV18BRDCST,41.7,22-JUL-2020,11.9,25-MAR-2020
TVSELECT,145.9,26-SEP-2019,47.2,25-MAR-2020
TVSMOTOR,504.0,31-OCT-2019,240.1,07-APR-2020
TVSSRICHAK,2014.0,26-SEP-2019,758.0,24-MAR-2020
TVTODAY,345.0,30-OCT-2019,127.55,18-MAR-2020
TWL,61.5,15-JAN-2020,20.45,20-MAR-2020
UBL,1366.05,27-SEP-2019,749.5,19-MAR-2020
UCALFUEL,154.4,31-AUG-2020,61.35,24-MAR-2020
UCOBANK,22.4,21-NOV-2019,8.4,26-MAR-2020
UFLEX,374.0,21-AUG-2020,118.25,25-MAR-2020
UFO,163.4,26-SEP-2019,58.1,19-MAR-2020
UGARSUGAR,17.0,25-AUG-2020,8.25,25-MAR-2020
UJAAS,9.95,01-JUL-2020,2.15,26-MAR-2020
UJJIVAN,415.55,05-FEB-2020,124.65,24-MAR-2020
UJJIVANSFB,62.8,12-DEC-2019,23.1,25-MAR-2020
ULTRACEMCO,4754.1,27-JAN-2020,2910.0,25-MAR-2020
UMANGDAIRY,60.9,26-JUN-2020,27.55,25-MAR-2020
UMESLTD,1.55,01-JUL-2020,0.7,18-MAY-2020
UNICHEMLAB,304.7,04-AUG-2020,80.0,24-MAR-2020
UNIDT,260.45,25-SEP-2020,244.0,25-SEP-2020
UNIENTER,74.0,18-FEB-2020,30.15,25-MAR-2020
UNIONBANK,65.8,29-NOV-2019,22.65,27-MAY-2020
UNITEDTEA,390.0,28-JUL-2020,165.0,13-MAR-2020
UNIVASTU,47.75,24-JUN-2020,26.05,17-JUL-2020
UNIVCABLES,200.6,05-NOV-2019,67.0,24-MAR-2020
UPL,617.75,05-NOV-2019,240.15,23-MAR-2020
URJA,4.85,03-JUL-2020,0.9,30-MAR-2020
USHAMART,34.8,11-NOV-2019,10.35,25-MAR-2020
UTIBANKETF,285.0,04-SEP-2020,202.5,25-SEP-2020
UTINEXT50,335.0,01-NOV-2019,202.1,25-MAR-2020
UTINIFTETF,1480.0,04-FEB-2020,840.0,24-MAR-2020
UTISENSETF,452.0,13-MAR-2020,301.0,19-MAR-2020
UTISXN50,390.4,25-FEB-2020,190.67,23-MAR-2020
UTTAMSTL,10.95,21-NOV-2019,3.65,25-MAR-2020
UTTAMSUGAR,129.9,16-JAN-2020,39.35,25-MAR-2020
UVSL,0.85,06-JUL-2020,0.05,22-APR-2020
V2RETAIL,179.35,26-SEP-2019,30.25,25-MAR-2020
VADILALIND,898.0,10-FEB-2020,380.0,24-MAR-2020
VAIBHAVGBL,1970.0,12-AUG-2020,551.35,24-MAR-2020
VAISHALI,57.75,23-JAN-2020,33.1,18-SEP-2020
VAKRANGEE,55.7,28-JAN-2020,17.15,07-APR-2020
VARDHACRLC,37.5,30-OCT-2019,25.0,31-MAR-2020
VARDMNPOLY,13.75,17-JUL-2020,1.7,08-NOV-2019
VARROC,526.6,29-OCT-2019,120.0,03-APR-2020
VASCONEQ,18.7,31-JAN-2020,6.25,26-MAR-2020
VASWANI,8.1,06-DEC-2019,2.3,24-MAR-2020
VBL,870.0,27-JAN-2020,482.2,23-MAR-2020
VEDL,167.0,26-SEP-2019,60.2,30-MAR-2020
VENKEYS,1942.85,08-NOV-2019,580.1,24-MAR-2020
VERTOZ,153.05,25-SEP-2020,67.15,08-JUN-2020
VESUVIUS,1228.1,24-FEB-2020,750.0,03-APR-2020
VETO,56.9,27-SEP-2019,26.3,25-MAR-2020
VGUARD,259.2,31-OCT-2019,149.0,25-MAR-2020
VHL,1880.0,30-SEP-2019,741.4,25-MAR-2020
VIDHIING,117.7,25-SEP-2020,38.0,19-MAR-2020
VIJIFIN,1.15,02-JUL-2020,0.2,16-APR-2020
VIKASMCORP,21.4,31-AUG-2020,0.9,13-APR-2020
VIKASPROP,11.3,18-FEB-2020,2.65,25-SEP-2020
VIKASWSP,12.35,03-OCT-2019,3.65,19-MAY-2020
VINATIORGA,1355.0,18-SEP-2020,651.3,25-MAR-2020
VINDHYATEL,1120.15,26-SEP-2019,395.75,30-MAR-2020
VINYLINDIA,119.8,28-MAY-2020,36.8,19-MAR-2020
VIPCLOTHNG,12.45,15-SEP-2020,3.4,26-MAR-2020
VIPIND,519.5,12-FEB-2020,187.65,24-MAR-2020
VIPULLTD,34.75,26-SEP-2019,11.4,31-MAR-2020
VISAKAIND,386.95,27-AUG-2020,94.0,25-MAR-2020
VISHAL,345.0,07-OCT-2019,144.0,20-MAR-2020
VISHWARAJ,103.0,22-SEP-2020,51.3,27-MAR-2020
VIVIMEDLAB,23.35,25-AUG-2020,6.2,26-MAR-2020
VLSFINANCE,66.4,17-JUL-2020,25.2,24-MAR-2020
VMART,2545.0,24-FEB-2020,1200.0,25-MAR-2020
VOLTAMP,1483.0,19-FEB-2020,739.4,25-MAR-2020
VOLTAS,741.0,20-FEB-2020,427.45,06-MAY-2020
VRLLOG,295.0,28-JAN-2020,130.0,24-MAR-2020
VSSL,87.35,14-JAN-2020,35.3,26-MAR-2020
VSTIND,4848.0,22-JAN-2020,2536.05,25-MAR-2020
VSTTILLERS,1951.0,21-SEP-2020,588.4,23-MAR-2020
VTL,1105.35,25-FEB-2020,601.05,31-MAR-2020
WABAG,284.75,26-SEP-2019,73.0,07-APR-2020
WABCOINDIA,7670.0,07-SEP-2020,5011.0,23-MAR-2020
WALCHANNAG,76.45,24-JAN-2020,22.5,30-MAR-2020
WATERBASE,164.45,16-JAN-2020,69.0,25-MAR-2020
WEBELSOLAR,33.0,28-JAN-2020,11.5,03-APR-2020
WEIZMANIND,41.6,10-JAN-2020,14.0,16-MAR-2020
WELCORP,233.95,11-FEB-2020,55.0,26-MAY-2020
WELENT,100.2,08-JAN-2020,33.15,25-MAR-2020
WELINV,283.45,27-AUG-2020,133.0,07-APR-2020
WELSPUNIND,63.5,16-SEP-2020,18.45,24-MAR-2020
WENDT,4275.7,28-AUG-2020,1611.0,19-MAR-2020
WESTLIFE,499.4,04-FEB-2020,267.0,23-MAR-2020
WHEELS,722.7,09-JAN-2020,279.35,23-MAR-2020
WHIRLPOOL,2555.0,07-FEB-2020,1343.8,24-MAR-2020
WILLAMAGOR,26.9,31-JAN-2020,8.2,25-MAR-2020
WINDMACHIN,25.05,29-JAN-2020,7.65,25-MAR-2020
WIPRO,324.5,21-SEP-2020,159.4,19-MAR-2020
WOCKPHARMA,411.65,11-FEB-2020,146.7,24-MAR-2020
WONDERLA,298.0,18-OCT-2019,105.0,20-MAY-2020
WORTH,57.75,03-SEP-2020,37.85,01-SEP-2020
WSTCSTPAPR,282.7,30-SEP-2019,100.05,24-MAR-2020
XCHANGING,93.2,25-SEP-2020,24.9,24-MAR-2020
XPROINDIA,34.0,29-JUN-2020,12.45,23-MAR-2020
YESBANK,87.3,18-MAR-2020,5.65,06-MAR-2020
ZEEL,364.0,21-NOV-2019,114.0,25-MAR-2020
ZEELEARN,27.95,20-NOV-2019,11.25,13-MAR-2020
ZENITHEXPO,79.1,03-DEC-2019,31.05,31-MAR-2020
ZENSARTECH,222.95,18-OCT-2019,63.8,24-MAR-2020
ZENTEC,97.0,19-AUG-2020,21.3,31-MAR-2020
ZODIACLOTH,214.4,15-OCT-2019,81.0,25-MAR-2020
ZODJRDMKJ,42.4,24-DEC-2019,16.8,08-APR-2020
ZOTA,206.4,07-FEB-2020,121.1,23-MAR-2020
ZUARI,142.7,08-JAN-2020,43.25,24-MAR-2020
ZUARIGLOB,80.9,08-JAN-2020,23.1,25-MAR-2020
ZYDUSWELL,1950.0,21-SEP-2020,1100.5,13-MAR-2020
