comp_name, isin, plan_1k, demat_1k, tbd_1k, tbd_pct, last_txn_date, days, type, captype, sc_crank, sc_prank, sc_cmp, sc_iv, sc_graham
Abb,INE117A01022,5,4,1,20,02-Jan-2019,107,Buy,Mid Cap,231,-277,1464,919,296
Jubilant foodworks,INE797F01012,2,3,-1,-50,03-Jul-2018,290,Buy,Mid Cap,18,-278,1345,2457,193
Britannia industries,INE216A01022,5,0,5,100,,0,,Large Cap,404,-279,6016,2939,773
Honeywell automation,INE671A01010,10,20,-10,-100,12-Mar-2019,38,Buy,Mid Cap,1783,-279,22370,14773,3527
Info edge,INE663F01024,5,3,2,40,03-Jul-2018,290,Buy,Mid Cap,273,-282,1597,2515,398
United spirits,INE854D01024,10,14,-4,-40,05-Dec-2018,135,Buy,Large Cap,144,-283,572,1351,80
United breweries,INE686F01025,5,3,2,40,09-Nov-2018,161,Buy,Mid Cap,236,-287,1315,1172,206
Nestle,INE239A01016,5,7,-2,-40,09-Jun-2017,679,Buy,Large Cap,247,-291,10354,59381,1230
3m,INE470A01017,15,23,-8,-53,12-Mar-2019,38,Buy,Mid Cap,488,-293,25251,9462,3158
Emami,INE548C01032,5,4,1,20,19-Feb-2019,59,Buy,Mid Cap,236,-295,547,2466,86
Basf,INE373A01013,2,3,-1,-50,04-Apr-2018,380,Buy,Small Cap,143,-303,1882,47056,666
Gillette,INE322A01010,2,5,-3,-150,12-Jun-2017,676,Buy,Mid Cap,271,-305,6752,3947,595
Page industries,INE761H01022,15,20,-5,-33,12-Mar-2019,38,Buy,Mid Cap,262,-309,33936,21513,2606
Trent,INE849A01020,2,2,0,0,04-Apr-2018,380,Buy,Mid Cap,228,-313,359,247,63
Avenue supermarts,INE192R01011,2,3,-1,-50,09-Nov-2018,161,Buy,Large Cap,245,-320,1523,461,156
Narayana hrudayalaya,INE410P01011,3,3,0,0,02-Jan-2019,107,Buy,Small Cap,39,-360,256,124,45
Dlf,INE271C01023,5,9,-4,-80,02-Jan-2018,472,Buy,Large Cap,141,-367,202,-78638,334
Axis bank,INE238A01034,2,2,0,0,04-Apr-2018,380,Buy,Large Cap,-98,-393,635,-280,100
Cummins,INE298A01020,2,3,-1,-50,09-Nov-2018,161,Buy,Mid Cap,286,-588,777,138159,286
