amfi_rank, amfi_cname, amfi_isin, amfi_ticker, amfi_mcap, amfi_captype
917, Parsvnath developers, INE561H01026, PARSVNATH, 779, Small Cap
918, Jaybharat textiles real estate, INE091E01039, JAYSA, 774, Small Cap
919, Mangalore chemicals fertilisers l, INE558B01017, MANGCHEFER, 774, Small Cap
920, Nragarwal industries, INE740D01017, NRAGRIND, 772, Small Cap
921, Nelcast, INE189I01024, NELCAST, 770, Small Cap
922, Polo queen industrial fintech, INE689M01017, PQIF, 769, Small Cap
923, Ricoh, INE291B01015, RICOH, 769, Small Cap
924, Rswm, INE611A01016, RSWM, 768, Small Cap
925, Chaman lal setia exports, INE419D01026, CHAMANSE, 768, Small Cap
926, Shivam autotech, INE637H01024, SHIVAMAUTO, 765, Small Cap
927, Goodricke group, INE300A01016, GOODRICKE, 765, Small Cap
928, Rattan infrastructure, INE834M01019, RTNINFRA, 762, Small Cap
929, Harita seating systems, INE939D01015, HARITASEAT, 760, Small Cap
930, Gujarat borosil, INE059C01022, GUJBOROS, 758, Small Cap
931, Tvs electronics, INE236G01019, TVSELECT, 757, Small Cap
932, Setco automotive, INE878E01021, SETCO, 757, Small Cap
933, Munjal auto industries, INE672B01032, MUNJALAU, 753, Small Cap
934, Orient green power company, INE999K01014, GREENPOWER, 753, Small Cap
935, Wor machines, INE052A01021, WINDMACHIN, 753, Small Cap
936, Dcw, INE500A01029, DCW, 751, Small Cap
937, Oswal greentech, INE143A01010, BINDALAGRO, 749, Small Cap
938, Southern petrochemical industries corporation, INE147A01011, SPIC, 746, Small Cap
939, Transpek industry, INE687A01016, TRANSPEK, 745, Small Cap
940, Soril infra resources, INE034H01016, SORILINFRA, 739, Small Cap
941, Man industries, INE993A01026, MANINDS, 735, Small Cap
942, Ganesha ecosphere, INE845D01014, GANECOS, 734, Small Cap
943, Usha martin, INE228A01035, USHAMART, 732, Small Cap
944, Vipul, INE946H01037, VIPUL, 732, Small Cap
945, Atlas jewellery, INE022N01019, AJIL, 731, Small Cap
946, Deccan cements, INE583C01021, DECCANCE, 731, Small Cap
947, Medicamen biotech, INE646B01010, MEDICAME, 729, Small Cap
948, Automobile corpn of goa, INE451C01013, ACGL, 729, Small Cap
949, Thangamayil jewellery, INE085J01014, THANGAMAYL, 728, Small Cap
950, Indian terrain fashions, INE611L01021, INDTERRAIN, 728, Small Cap
951, Udaipur cement works, INE225C01029, JKUDAI, 727, Small Cap
952, Beekay steel industries, INE213D01015, BEEKAY, 726, Small Cap
953, Centum electronics, INE320B01020, CENTUM, 723, Small Cap
954, Porsche capital market, INE939Q01017, , 722, Small Cap
955, Ion exchange, INE570A01014, IONEXCHANG, 720, Small Cap
956, Century enka, INE485A01015, CENTENKA, 717, Small Cap
957, Control print, INE663B01015, CONTROLP, 716, Small Cap
958, Reliance industrial infrastructure, INE046A01015, RELIANCEINF, 716, Small Cap
959, Peninsula land, INE138A01028, PENINLAND, 715, Small Cap
960, Datamatics global services, INE365B01017, DATAMATICS, 713, Small Cap
961, The byke hospitality, INE319B01014, THEBYKE, 712, Small Cap
962, Pine animation, INE452N01026, FOURKANIM, 709, Small Cap
963, Cigniti technologies, INE675C01017, CIGNITI, 706, Small Cap
964, Shree pushkar chemicals fertilisers, INE712K01011, SHREEPUSHK, 702, Small Cap
965, Cerebra integrated technologies, INE345B01019, CEREBRAINT, 701, Small Cap
966, Tribhovandas bhimji zaveri, INE760L01018, TBZ, 701, Small Cap
967, Skil infrastructure, INE429F01012, SKIL, 701, Small Cap
968, Capital trust, INE707C01018, CAPITALT, 700, Small Cap
969, Pennar industries, INE932A01024, PENIND, 697, Small Cap
970, Rpg life sciences, INE105J01010, RPGLIFE, 695, Small Cap
971, Mideast integrated steels, INE170N01016, MESCON, 694, Small Cap
972, Sms pharmaceuticals, INE812G01025, SMSPHARMA, 693, Small Cap
973, Som distilleries breweries, INE480C01012, SDBL, 690, Small Cap
974, Walchandnagar industries, INE711A01022, WALCHANNAG, 684, Small Cap
975, Mystic electronics, INE159O01033, MYSTICELE, 681, Small Cap
976, Emami infrastructure, INE778K01012, EMAMIINFRA, 680, Small Cap
977, Future market networks, INE360L01017, FMNL, 677, Small Cap
978, Dil, INE225B01013, DUPHARIN, 675, Small Cap
979, Dalmia bharat sugar industries, INE495A01022, DALMIACEM, 673, Small Cap
980, Ganesh housing corporation, INE460C01014, GANESHHOUC, 673, Small Cap
981, Florence investech, INE211G01020, FLORENCE, 672, Small Cap
982, Alankit, INE914E01040, ALANKIT, 671, Small Cap
983, Pnb gilts, INE859A01011, PNBGILTS, 668, Small Cap
984, Manali petrochemicals, INE201A01024, MANALIPE, 668, Small Cap
985, Poddar housing development, INE888B01018, PODDAR, 666, Small Cap
986, Atlanta, INE285H01022, ATLANTA, 666, Small Cap
987, Precision wires, INE372C01029, PRECWIRE, 665, Small Cap
988, Artemis global life sciences, INE517U01013, ARTEMIS, 664, Small Cap
989, Hindustan composites, INE310C01029, HINDCOMPOS, 663, Small Cap
990, Nacl industries, INE295D01020, NACLIND, 662, Small Cap
991, Neuland laboratories, INE794A01010, NEULANDLAB, 661, Small Cap
992, Ifb agro industries, INE076C01018, IFBAGRO, 652, Small Cap
993, Nectar lifesciences, INE023H01027, NECLIFE, 647, Small Cap
994, Xchanging solutions, INE692G01013, XCHANGING, 645, Small Cap
995, Shiva texyarn, INE705C01020, SHIVTEX, 644, Small Cap
996, Sreeleathers, INE099F01013, SREEL, 643, Small Cap
997, Bharat seats, INE415D01024, BHARATSE, 643, Small Cap
998, Kuantum papers, INE529I01013, KUANTUM, 642, Small Cap
999, Speciality restaurants, INE247M01014, SPECIALITY, 641, Small Cap
1000, Hpc biosciences, INE507O01025, HPCBL, 639, Small Cap
1001, Uniply decor, INE493E01029, UDL, 639, Small Cap
1002, Ashapura minechem, INE348A01023, ASHAPURMIN, 636, Small Cap
1003, Apollo pipes, INE126J01016, APOLLOPIPES, 634, Small Cap
1004, Nalwa sons investment, INE023A01030, NSIL, 633, Small Cap
1005, Vivimed labs, INE526G01021, VIVIMEDLAB, 633, Small Cap
1006, Enkei wheels, INE130L01014, ENKEIWHEL, 633, Small Cap
1007, Punj lloyd, INE701B01021, PUNJLLOYD, 633, Small Cap
1008, Hubtown, INE703H01016, ACKRUTI, 632, Small Cap
1009, Td power systems, INE419M01019, TDPOWERSYS, 631, Small Cap
1010, Oriental aromatics, INE959C01015, OAL, 629, Small Cap
1011, Vascon engineers, INE893I01013, VASCONEQ, 625, Small Cap
1012, Riddhi siddhi gluco biols, INE249D01019, RIDDHI, 625, Small Cap
1013, Media matrix worldwide, INE200D01020, MMWL, 624, Small Cap
1014, Stovec industries, INE755D01015, STOVAC, 623, Small Cap
1015, Effingo textile trading, INE907N01029, EFFTXT, 621, Small Cap
1016, Nandan denim, INE875G01030, NANDAN, 618, Small Cap
1017, Avt natural products, INE488D01021, AVTNPL, 617, Small Cap
1018, Cheviot co, INE974B01016, CHEVIOT, 617, Small Cap
1019, Solara active pharma sciences, INE624Z01016, SOLARA, 616, Small Cap
1020, Kisan mouldings, INE017C01012, KISAN, 616, Small Cap
1021, Vadilal industries, INE694D01016, VADILALIND, 615, Small Cap
1022, Nitco, INE858F01012, NITCO, 615, Small Cap
1023, Il fs investment managers, INE050B01023, IVC, 613, Small Cap
1024, Axiscades engineering technologies, INE555B01013, AXISCADES, 609, Small Cap
1025, Pokarna, INE637C01025, POKARNA, 608, Small Cap
1026, Rpp infra projects, INE324L01013, RPPINFRA, 606, Small Cap
1027, Wendt, INE274C01019, WENDT, 603, Small Cap
1029, Orissa sponge iron steel, INE228D01013, ORISSASP, 599, Small Cap
1030, Ruby mills, INE301D01026, RUBYMILLS, 599, Small Cap
1031, Linc pen plastics, INE802B01019, LINCPEN, 597, Small Cap
1032, Wpil, INE765D01014, WPIL, 596, Small Cap
1033, Saint gobain sekurit, INE068B01017, SAINTGOBAIN, 595, Small Cap
1034, Renaissance jewellery, INE722H01016, RJL, 591, Small Cap
1035, Uniphos enterprises, INE037A01022, UNIPHOS, 590, Small Cap
1036, Arvind smartspaces, INE034S01021, ARVSMART, 586, Small Cap
1037, Asian oilfield services, INE276G01015, ASIANOI, 585, Small Cap
1038, Dwarikesh sugar industries, INE366A01041, DWARKESH, 580, Small Cap
1039, Shristi infrastructure development corporation, INE472C01027, SHRISTI, 579, Small Cap
1040, Dhanlaxmi bank, INE680A01011, DHANBANK, 579, Small Cap
1041, Ist, INE684B01011, ISTLTD, 579, Small Cap
1042, Stylam industries, INE239C01012, GOLDENLE, 579, Small Cap
1043, Aksh optifibre, INE523B01011, AKSHOPTFBR, 577, Small Cap
1044, Astron paper board mill, INE646X01014, ASTRON, 576, Small Cap
1045, Menon bearings, INE071D01033, MENONBE, 575, Small Cap
1046, Ucal fuel systems, INE139B01016, UCALFUEL, 575, Small Cap
1047, Punjab chemicals crop protection, INE277B01014, PUNJABCHEM, 573, Small Cap
1048, Gandhi special tubes, INE524B01027, GANDHITUBE, 570, Small Cap
1049, Madras fertilizers, INE414A01015, MADRASFERT, 569, Small Cap
1050, Kellton tech solutions, INE164B01022, KELLTONTEC, 569, Small Cap
1051, Kamdhenu, INE390H01012, KAMDHENU, 569, Small Cap
1052, Max ventures industries, INE154U01015, MAXVIL, 566, Small Cap
1053, Everest kanto cylinders, INE184H01027, EKC, 566, Small Cap
1054, Ador welding, INE045A01017, ADORWELD, 564, Small Cap
1055, Nitin spinners, INE229H01012, NITINSPIN, 562, Small Cap
1056, Arihant superstructures, INE643K01018, ASL, 558, Small Cap
1057, Sqs bfsi, INE201K01015, SQSBFSI, 557, Small Cap
1058, Associated alcohols breweries, INE073G01016, ASALCBR, 554, Small Cap
1059, Cosmo films, INE757A01017, COSMOFILMS, 554, Small Cap
1060, Zuari global, INE217A01012, ZUARIGLOB, 554, Small Cap
1061, Maa jagdambe tradelinks, INE403N01029, MAAJTL, 553, Small Cap
1062, Talwalkars better value fitness, INE502K01016, TALWALKARS, 552, Small Cap
1063, Vip clothing, INE450G01024, VIPCLOTHNG, 549, Small Cap
1064, Plastiblends, INE083C01022, PLASTIBLEN, 548, Small Cap
1065, Arfin, INE784R01015, ARFIN, 546, Small Cap
1066, Allsec technologies, INE835G01018, ALLSEC, 545, Small Cap
1067, Alba polymers, INE314S01019, , 543, Small Cap
1068, Crest ventures, INE559D01011, CREST, 543, Small Cap
1069, Jayaswal neco industries, INE854B01010, JAYNECOIND, 541, Small Cap
1070, Shiva cement, INE555C01029, SHIVACEM, 540, Small Cap
1071, Bharat wire ropes, INE316L01019, BHARATWIRE, 539, Small Cap
1072, Tcpl packaging, INE822C01015, TCPLPACK, 538, Small Cap
1073, Garnet international, INE590B01010, GARNETINT, 535, Small Cap
1074, Seamec, INE497B01018, SEAMECLTD, 532, Small Cap
1075, Gpt infraprojects, INE390G01014, GPTINFRA, 531, Small Cap
1076, Asian hotels, INE363A01022, ASIANHOTNR, 530, Small Cap
1077, Adf foods, INE982B01019, ADFFOODS, 530, Small Cap
1078, Sangam, INE495C01010, SANGAMIND, 530, Small Cap
1079, Deep industries, INE677H01012, DEEPIND, 528, Small Cap
1080, Dhunseri petrochem, INE477B01010, DPL, 528, Small Cap
1081, Ester industries, INE778B01029, ESTER, 527, Small Cap
1082, Aksharchem, INE542B01011, AUDICH, 527, Small Cap
1083, Praxis home retail, INE546Y01022, PRAXIS, 525, Small Cap
1084, Ruchi soya industries, INE619A01027, RUCHISOYA, 523, Small Cap
1085, Saurashtra cement, INE626A01014, SAURASHCEM, 522, Small Cap
1086, Apollo micro systems, INE713T01010, APOLLO, 520, Small Cap
1087, Avadh sugar energy, INE349W01017, AVADHSUGAR, 519, Small Cap
1088, Royal orchid hotels, INE283H01019, ROHLTD, 516, Small Cap
1089, Bhartiya international, INE828A01016, BIL, 515, Small Cap
1090, Om metals infraprojects, INE239D01028, OMMETALS, 515, Small Cap
1091, Abc bearings, INE779A01011, ABCBEARS, 514, Small Cap
1092, Millitoons entertainment, INE621I01018, MIENT, 509, Small Cap
1093, Aurionpro solutions, INE132H01018, AURIONPRO, 507, Small Cap
1094, Indo rama synthetics, INE156A01020, INDORAMA, 507, Small Cap
1095, Jk agri genetics, INE690O01011, JK AGRI, 507, Small Cap
1096, Timex group, INE064A01026, TIMEX, 506, Small Cap
1097, Alphageo, INE137C01018, ALPHAGEO, 503, Small Cap
1098, Binny, INE118K01011, BINNY, 503, Small Cap
1099, Mafatlal industries, INE270B01027, MAFATIND, 498, Small Cap
1100, The n wood products co, INE586E01012, IWP, 498, Small Cap
1101, Orient abrasives, INE569C01020, ORIENTABRA, 498, Small Cap
1102, Il&fs engineering construction company, INE369I01014, IL&FSENGG, 497, Small Cap
1103, Anjani portland cement, INE071F01012, APCL, 497, Small Cap
1104, Til, INE806C01018, TIL, 497, Small Cap
1105, Vardhman special steels, INE050M01012, VSSL, 495, Small Cap
1106, Gold line international finvest, INE204P01026, GOLDLINE, 495, Small Cap
1107, Kothari products, INE823A01017, KOTHARIPRO, 493, Small Cap
1108, Andhra petrochemicals, INE714B01016, ANDHRAPET, 492, Small Cap
1109, Sayaji hotel, INE318C01014, SAYAJIHOTL, 492, Small Cap
1110, Tgv sraac, INE284B01028, TGVSL, 491, Small Cap
1111, Themis medicare, INE083B01016, THEMISMED, 491, Small Cap
1112, Onmobile global, INE809I01019, ONMOBILE, 491, Small Cap
1113, Mac charles, INE435D01014, MCCHRLS-B, 491, Small Cap
1114, Iol chemicals pharmaceuticals, INE485C01011, IOLCP, 491, Small Cap
1115, Finkurve financial services, INE734I01027, FINKURVE, 489, Small Cap
1116, Paul merchants, INE291E01019, PML, 487, Small Cap
1117, Universal cables, INE279A01012, UNIVCABLES, 487, Small Cap
1118, Lifeline drugs pharma, INE776N01028, LIFELINE, 487, Small Cap
1119, Amtek auto, INE130C01021, AMTEKAUTO, 485, Small Cap
1120, Svp global ventures, INE308E01011, SVPGLOB, 485, Small Cap
1121, Pg electroplast, INE457L01011, PGEL, 484, Small Cap
1122, Esteem bio organic food processing, INE209O01028, EBFL, 483, Small Cap
1123, Essar shipping, INE122M01019, ESSARSHPNG, 482, Small Cap
1124, Triveni enterprises, INE916P01025, TRIVENIENT, 481, Small Cap
1125, Cmi fpe, INE515A01019, CMIFPE, 476, Small Cap
1126, Videocon industries, INE703A01011, VIDEOIND, 476, Small Cap
1127, Bhageria industries, INE354C01027, BHAGIL, 475, Small Cap
1128, Tamilnadu petroproducts, INE148A01019, TNPETRO, 474, Small Cap
1129, A2z infra engineering, INE619I01012, A2ZINFRA, 474, Small Cap
1130, Rudra global infra products, INE027T01015, RUDRA, 473, Small Cap
1131, Jindal drilling industries, INE742C01031, JINDRILL, 472, Small Cap
1132, Kddl, INE291D01011, KDDL, 470, Small Cap
1133, Balasore alloys, INE135A01024, BALASORE, 470, Small Cap
1134, Talwalkars lifestyles, INE627Z01019, TALWGYM, 470, Small Cap
1135, Gala global products, INE480S01026, GGPL, 469, Small Cap
1136, Indraprastha medical corporation lt, INE681B01017, INDRAMEDCO, 468, Small Cap
1137, R systems international, INE411H01032, RSYSTEMS, 468, Small Cap
1138, Veritas, INE379J01029, VERITAS, 463, Small Cap
1139, Sarla performance fibers, INE453D01025, SARLAPOLY, 460, Small Cap
1140, Subex, INE754A01014, SUBEX, 458, Small Cap
1141, 5paisa capital, INE618L01018, 5PAISA, 457, Small Cap
1142, Hindustan foods, INE254N01018, HNDFDS, 455, Small Cap
1144, Paushak, INE111F01016, PAUSHAKLTD, 455, Small Cap
1145, Lincoln pharmaceuticals, INE405C01035, LINCOPH, 454, Small Cap
1146, Adlabs entertainment, INE172N01012, ADLABS, 453, Small Cap
1147, Ganesh benzoplast, INE388A01029, GANESHBE, 451, Small Cap
1148, Salasar techno engineering, INE170V01019, SALASAR, 448, Small Cap
1149, Dic, INE303A01010, DICIND, 446, Small Cap
1150, Vimta labs, INE579C01029, VIMTALABS, 445, Small Cap
1151, Electrosteel steels, INE481K01021, ESL, 441, Small Cap
1152, Eco friendly food processing park, INE178O01025, EFPL, 440, Small Cap
1153, Channel nine entertainment, INE437O01025, CNEL, 438, Small Cap
1154, Vidhi specialty food ingredients, INE632C01026, VIDHIING, 437, Small Cap
1155, Indag rubber, INE802D01023, INDAG, 436, Small Cap
1156, Mahanivesh, INE641D01017, MAHAN, 436, Small Cap
1157, Shivalik bimetal controls, INE386D01027, SHBCL, 434, Small Cap
1158, Jvl agro industries, INE430G01026, JVLAGRO, 432, Small Cap
1159, Amrit corp, INE866E01026, AMRTCORP, 431, Small Cap
1160, Moschip semiconductor technology, INE935B01025, MOSCHIP, 431, Small Cap
1161, 63 moons technologies, INE111B01023, 63MOONS, 429, Small Cap
1162, Monnet ispat energy, INE743C01013, MONNET, 427, Small Cap
1163, Nelco, INE045B01015, NELCO, 425, Small Cap
1164, Orbit exports, INE231G01010, ORBTEXP, 425, Small Cap
1165, Generic engineering construction projects, INE854S01014, GENCON, 424, Small Cap
1166, Epc industrie, INE215D01010, EPCIN, 420, Small Cap
1167, Spice mobility, INE927C01020, SPICEMOBI, 420, Small Cap
1168, Trigyn technologies, INE948A01012, TRIGYN, 419, Small Cap
1169, Kiran vyapar, INE555P01013, KIRANVYPAR, 419, Small Cap
1170, Emkay global financial services, INE296H01011, EMKAY, 419, Small Cap
1171, Negotium international trade, INE339P01046, NEGOTIUM, 417, Small Cap
1172, Hercules hoists, INE688E01024, HERCULES, 417, Small Cap
1173, Alok industries, INE270A01011, ALOKTEXT, 416, Small Cap
1174, Anuh pharma, INE489G01022, ANUHPHR, 415, Small Cap
1175, Orient bell, INE607D01018, ORIENTBELL, 414, Small Cap
1176, Chembond chemicals, INE995D01025, CHEMBOND, 414, Small Cap
1177, Spml infra, INE937A01023, SUBHASHP, 411, Small Cap
1178, Bannari amman spinning mills, INE186H01014, BASML, 411, Small Cap
1179, Jagatjit industries, INE574A01016, JAGAJITIND, 408, Small Cap
1180, Shree rama newsprint, INE278B01020, RAMANEWSPR, 408, Small Cap
1181, Shirpur gold refinery, INE196B01016, SHIRPUR-G, 406, Small Cap
1182, Asahi songwon colors, INE228I01012, ASAHISONG, 406, Small Cap
1183, Ravindra energy, INE206N01018, RELTD, 406, Small Cap
1184, Sat industries, INE065D01027, SATINDLTD, 404, Small Cap
1185, Gp petroleums, INE586G01017, GULFPETRO, 403, Small Cap
1186, Swelect energy systems, INE409B01013, SWELECT, 403, Small Cap
1187, Ram ratna wires, INE207E01023, RAMRAT, 400, Small Cap
1188, Bpl, INE110A01019, BPL, 400, Small Cap
1189, Aditya birla money, INE865C01022, BIRLAMONEY, 399, Small Cap
1190, Cmi, INE981B01011, CMI, 398, Small Cap
1191, Arrow greentech, INE570D01018, ARROWGREEN, 397, Small Cap
1192, Gkw, INE528A01020, GKWLIMITED, 395, Small Cap
1193, Vardhaman acrylics, INE116G01013, VARDHACRLC, 395, Small Cap
1194, Globus spirits, INE615I01010, GLOBUSSPR, 394, Small Cap
1195, Transformers rectifiers, INE763I01026, TRIL, 390, Small Cap
1196, Ksk energy ventures, INE143H01015, KSK, 390, Small Cap
1197, Garware polyesters, INE291A01017, GARWARPOLY, 389, Small Cap
1198, Veto switchgears cables, INE918N01018, VETO, 388, Small Cap
1199, Agarwal industrial corporation, INE204E01012, BBARODA, 388, Small Cap
1200, Uttam sugar mills, INE786F01031, UTTAMSUGAR, 387, Small Cap
1201, Manaksia, INE015D01022, MANAKSIA, 387, Small Cap
1202, Msp steel power, INE752G01015, MSPL, 386, Small Cap
1203, Premier explosives, INE863B01011, PREMEXPL, 385, Small Cap
1204, Hi tech pipes, INE106T01017, HITECH, 385, Small Cap
1205, N b i industrial finance company, INE365I01020, NBIFIN, 383, Small Cap
1206, Lanco infratech, INE785C01048, LITL, 383, Small Cap
1207, Eldeco housing ind, INE668G01013, ELDEHSG, 381, Small Cap
1208, Tanla solutions, INE483C01032, TANLA, 381, Small Cap
1209, Kabra extrusion technik, INE900B01029, KABRAEXTRU, 381, Small Cap
1210, Newtime infrastructure, INE997D01021, INTRAINF, 377, Small Cap
1211, Amines plasticizers, INE275D01022, AMNPLST, 376, Small Cap
1212, Dcm shriram industries, INE843D01019, DCMSRMIND, 375, Small Cap
1213, Arcotech, INE574I01035, ARCOTECH, 375, Small Cap
1214, D link, INE250K01012, DLINKINDIA, 374, Small Cap
1215, Ujaas energy, INE899L01022, UJAAS, 374, Small Cap
1216, Shree digvijay cement co, INE232A01011, SHREDIGCEM, 374, Small Cap
1217, Steelcast, INE124E01020, STEELCAS, 373, Small Cap
1218, Sukhjit starch chemicals, INE450E01011, SUKHJITS, 371, Small Cap
1219, Vishnu chemicals, INE270I01014, VISHNU, 371, Small Cap
1220, Talbros automotive components, INE187D01011, TALBROAUTO, 371, Small Cap
1221, Fiberweb, INE296C01020, FIBERWEB, 371, Small Cap
1222, Deccan gold mines, INE945F01025, DECNGOLD, 370, Small Cap
1223, Liberty shoes, INE557B01019, LIBERTSHOE, 369, Small Cap
1224, Voith paper fabrics, INE285C01015, VOITHPAPR, 368, Small Cap
1225, Lloyds metals energy, INE281B01032, LLOYDSME, 367, Small Cap
1226, Csl finance, INE718F01018, CSLFINANCE, 367, Small Cap
1227, Srg housing finance, INE559N01010, SRGHFL, 366, Small Cap
1228, Ruchira papers, INE803H01014, RUCHIRA, 366, Small Cap
1229, Kesar petroproducts, INE133C01033, KESARPE, 364, Small Cap
1230, Gokaldas exports, INE887G01027, GOKEX, 362, Small Cap
1231, Selan exploration technology, INE818A01017, SELAN, 361, Small Cap
1232, Adhunik industries, INE452L01012, ADHUNIKIND, 361, Small Cap
1233, Nahar spinning mills, INE290A01027, NAHARSPING, 360, Small Cap
1234, Ashima, INE440A01010, ASHIMASYN, 360, Small Cap
1235, Gallantt metal, INE297H01019, GALLANTT, 359, Small Cap
1236, Rossell, INE847C01020, ROSSELLIND, 359, Small Cap
1237, Rasoi, INE349E01023, RASOI, 357, Small Cap
1238, Suyog telematics, INE442P01014, SUYOG, 355, Small Cap
1239, Vaarad ventures, INE418B01048, VAARAD, 352, Small Cap
1240, Asian hotels, INE926K01017, AHLEAST, 352, Small Cap
1241, Morganite crucible, INE599F01012, MORGANITE, 351, Small Cap
1242, Zodiac clothing co, INE206B01013, ZODIACLOTH, 351, Small Cap
1243, Viaan industries, INE324N01027, VIAANINDUS, 351, Small Cap
1244, Rane engine valve, INE222J01013, RANEENGINE, 351, Small Cap
1245, Ansal properties infrastructure, INE436A01026, ANSALAPI, 346, Small Cap
1246, Star paper mills, INE733A01018, STARPAPER, 345, Small Cap
1247, East securities, INE482Z01019, EIS, 344, Small Cap
1248, Gulshan polyols, INE255D01024, GULPOLY, 344, Small Cap
1249, Ptl enterprises, INE034D01031, PTL, 342, Small Cap
1250, Omax autos, INE090B01011, OMAXAUTO, 339, Small Cap
1251, Sil investments, INE923A01015, SILINV, 339, Small Cap
1252, Sastasundar ventures, INE019J01013, SASTASUNDR, 339, Small Cap
1253, Kanoria chemicals industries, INE138C01024, KANORICHEM, 339, Small Cap
1254, Mohota industries, INE313D01013, MOHOTAIND, 337, Small Cap
1255, Shalimar paints, INE849C01026, SHALPAINTS, 337, Small Cap
1256, Tpl plastech, INE413G01014, TPLPLAST, 337, Small Cap
1257, Dwitiya trading, INE222P01028, DWITIYA, 336, Small Cap
1258, Valiant organics, INE565V01010, VALIANTORG, 335, Small Cap
1259, Kmc speciality hospitals, INE879K01018, KMCSHIL, 334, Small Cap
1260, Rubfila international, INE642C01025, RUBFILA, 334, Small Cap
1261, Asian hotels, INE915K01010, AHLWEST, 334, Small Cap
1262, Agc networks, INE676A01019, AGCNET, 333, Small Cap
1263, Rama steel tubes, INE230R01027, RAMASTEEL, 333, Small Cap
1264, Virinchi, INE539B01017, VIRINCHI, 332, Small Cap
1265, Mapro industries, INE848M01019, MAPROIN, 332, Small Cap
1266, Kkalpana industries, INE301C01028, KKALPANAIND, 331, Small Cap
1267, Mt educare, INE472M01018, MTEDUCARE, 329, Small Cap
1268, Nahar industrial enterprises, INE289A01011, NAHARINDUS, 328, Small Cap
1269, Indian toners developers, INE826B01018, INDTONER, 327, Small Cap
1270, Sakuma exports, INE190H01016, SAKUMA, 326, Small Cap
1271, Shivalik rasayan, INE788J01021, SHIVALIK, 325, Small Cap
1272, Midland polymers, INE046M01028, MIDPOLY, 325, Small Cap
1273, Genus paper boards, INE949P01018, GENUSPAPER, 324, Small Cap
1274, Andhra cement, INE666E01012, ANDHRACEMT, 324, Small Cap
1275, Emmbi industries, INE753K01015, EMMBI, 323, Small Cap
1276, Mcnally bharat engineering company, INE748A01016, MBECL, 322, Small Cap
1277, Gujarat apollo industries, INE826C01016, GUJAPOLLO, 321, Small Cap
1278, Sunil hitech engineers, INE305H01028, SUNILHITEC, 319, Small Cap
1279, Binani industries, INE071A01013, BINANIIND, 318, Small Cap
1280, Indo national, INE567A01010, NIPPOBATRY, 318, Small Cap
1281, Hov services, INE596H01014, HOVS, 318, Small Cap
1282, Geecee ventures, INE916G01016, GEECEE, 317, Small Cap
1283, U p electricals, INE922R01011, , 317, Small Cap
1284, Cupid, INE509F01011, CUPID, 316, Small Cap
1285, Pil italica lifestyle, INE600A01035, PILITA, 313, Small Cap
1286, Ind swift laboratories, INE915B01019, INDSWFTLAB, 313, Small Cap
1287, Indo amines, INE760F01010, INDOAMIN, 313, Small Cap
1288, Dai ichi karkaria, INE928C01010, DAICHI, 310, Small Cap
1289, Rajoo engineers, INE535F01024, RAJOOENG, 310, Small Cap
1290, Cl educate, INE201M01011, CLEDUCATE, 309, Small Cap
1291, Aspinwall company, INE991I01015, ASPINWALL, 309, Small Cap
1292, Vls finance, INE709A01018, VLSFINANCE, 305, Small Cap
1293, Jenburkt pharmaceuticals, INE354A01013, JENBURPH, 305, Small Cap
1294, Best steel logistics, INE919P01029, BESTSTEEL, 305, Small Cap
1295, Pioneer distilleries, INE889E01010, PIONDIST, 304, Small Cap
1296, Loyal textiles mills, INE970D01010, LOYALTEX, 301, Small Cap
1297, Poddar pigments, INE371C01013, PODARPIG, 300, Small Cap
1298, Artson engineering, INE133D01023, ARTSONEN, 298, Small Cap
1299, Salzer electronics, INE457F01013, SALZER, 297, Small Cap
1300, Donear industries, INE668D01028, DONEAR, 295, Small Cap
1301, Pennar engineered building systems, INE455O01019, PENPEBS, 295, Small Cap
1302, Choice international, INE102B01014, CHOICEIN, 295, Small Cap
1303, Akcapital services, INE701G01012, AKCAPIT, 295, Small Cap
1304, Advani hotels resorts, INE199C01026, ADVANIHOTR, 294, Small Cap
1305, Oriental veneer products, INE457G01011, ORVENPR, 294, Small Cap
1306, Urja global, INE550C01020, URJAGLOBA, 293, Small Cap
1307, Lovable lingerie, INE597L01014, LOVABLE, 293, Small Cap
1308, Hexa tradex, INE750M01017, HEXATRADEX, 292, Small Cap
1309, Gokul agro resources, INE314T01025, GOKULAGRO, 291, Small Cap
1310, Singer, INE638A01035, SINGER, 291, Small Cap
1311, K c p sugar industries corporation, INE790B01024, KCPSUGIND, 290, Small Cap
1312, Svaraj trading agencies, INE406N01014, ZSVARAJT, 289, Small Cap
1313, Panasonic carbon co, INE013E01017, PANCARBON, 288, Small Cap
1314, Ivrcl, INE875A01025, IVRCLINFRA, 288, Small Cap
1315, Gitanjali gems, INE346H01014, GITANJALI, 288, Small Cap
1316, United drilling tools, INE961D01019, UNIDT, 287, Small Cap
1317, Indosolar, INE866K01015, INDOSOLAR, 286, Small Cap
1318, Sindhu trade links, INE325D01017, SINDHUTRAD, 285, Small Cap
1319, Opto circuits, INE808B01016, OPTOCIRCUI, 285, Small Cap
1320, Pondy oxides chemicals, INE063E01046, PONDYOXIDE, 284, Small Cap
1321, Acrysil, INE482D01016, ACRYSIL, 284, Small Cap
