Stock Symbol,Company Name,Action,Quantity,Transaction Price,Transaction Date
WHIIND,WHIRLPOOL OF INDIA LTD,Buy,1,1525.95,04-Apr-2018
WIPRO,WIPRO LTD,Buy,10,408.00,28-Jan-2008
WIPRO,WIPRO LTD,Sell,5,449.55,05-Aug-2008
WIPRO,WIPRO LTD,Sell,5,238.00,14-Nov-2008
WIPRO,WIPRO LTD,Buy,1,641.70,05-Feb-2010
WIPRO,WIPRO LTD,Sell,1,396.65,01-Jan-2013
WIPRO,WIPRO LTD,Buy,4,543.00,31-Mar-2014
WIPRO,WIPRO LTD,Buy,1,476.30,15-Sep-2016
WIPRO,WIPRO LTD,Buy,1,473.05,17-Oct-2016
WIPRO,WIPRO LTD,Buy,1,448.35,15-Nov-2016
WIPRO,WIPRO LTD,Buy,1,466.90,15-Dec-2016
WIPRO,WIPRO LTD,Buy,1,484.50,16-Jan-2017
WIPRO,WIPRO LTD,Buy,1,473.50,15-Feb-2017
WIPRO,WIPRO LTD,Buy,1,498.50,15-Mar-2017
WIPRO,WIPRO LTD,Buy,11,0.00,21-Jun-2017
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,10,237.00,08-Feb-2008
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Sell,10,129.00,11-Nov-2008
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,1,563.30,06-Oct-2016
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,1,512.70,07-Nov-2016
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,2,450.60,06-Dec-2016
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,2,467.50,06-Jan-2017
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,1,501.30,06-Feb-2017
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,2,497.50,06-Mar-2017
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,1,568.40,06-Dec-2017
ZEELEA,ZEE LEARN LIMITED,Buy,25,43.85,17-Jul-2017
ZEELEA,ZEE LEARN LIMITED,Buy,22,45.10,01-Nov-2017
