security_name, bonus_count, buyback_count, dividend_count, total_count
RKFORGE , - , - , 1 , 1
RODIUM , - , - , 1 , 1
ROHLTD , - , - , 1 , 1
ROLCOEN , - , - , 1 , 1
ROTO , - , - , 1 , 1
RPEL , 1 , - , - , 1
RPGLIFE , - , - , 1 , 1
RPPINFRA , - , - , 1 , 1
RRMETAL , - , - , 1 , 1
RSWM , - , - , 1 , 1
RUBFILA , - , - , 1 , 1
RUBYMILLS , - , - , 1 , 1
RUCHIRA , - , - , 1 , 1
RUDRA , - , - , 1 , 1
RUPA , - , - , 1 , 1
RUSHIL , - , - , 1 , 1
SACHEMT , - , - , 1 , 1
SADBHAV , - , - , 1 , 1
SAFARIND , - , - , 1 , 1
SAGARPROD , - , - , 1 , 1
SAGCEM , - , - , 1 , 1
SAHLIBHFI , - , - , 1 , 1
SAHYOGMULT , - , - , 1 , 1
SAKTHIFIN , - , - , 1 , 1
SAKUMA , - , - , 1 , 1
SALAUTO , - , - , 1 , 1
SALZER , - , - , 1 , 1
SAMBANDAM , - , - , 1 , 1
SAMKRG , - , - , 1 , 1
SANCTRN , - , - , 1 , 1
SANDESH , - , - , 1 , 1
SANDHAR , - , - , 1 , 1
SANGAMIND , - , - , 1 , 1
SANTOSHIND , - , - , 1 , 1
SAPPL , - , - , 1 , 1
SARDAEN , - , - , 1 , 1
SAREGAMA , - , - , 1 , 1
SARLAPOLY , - , - , 1 , 1
SATINDLTD , - , - , 1 , 1
SAURASHCEM , - , - , 1 , 1
SAYAJIIND , - , - , 1 , 1
SBILIFE , - , - , 1 , 1
SCHAEFFLER , - , - , 1 , 1
SCHAND , - , - , 1 , 1
SCTL , 1 , - , - , 1
SDBL , - , - , 1 , 1
SELAN , - , - , 1 , 1
SESHAPAPER , - , - , 1 , 1
SETCO , - , - , 1 , 1
SEYAIND , - , - , 1 , 1
SGRL , - , - , 1 , 1
SHAILY , - , - , 1 , 1
SHAKTIPUMP , - , - , 1 , 1
SHANKARA , - , - , 1 , 1
SHARDA , - , - , 1 , 1
SHARDUL , - , - , 1 , 1
SHAWGELTIN , - , - , 1 , 1
SHEMAROO , - , - , 1 , 1
SHILCTECH , - , - , 1 , 1
SHIVAAGRO , - , - , 1 , 1
SHIVAMILLS , - , - , 1 , 1
SHIVTEX , - , - , 1 , 1
SHK , - , - , 1 , 1
SHOPERSTOP , - , - , 1 , 1
SHREYANIND , - , - , 1 , 1
SHREYAS , - , - , 1 , 1
SHRIDINE , - , - , 1 , 1
SHRISTI , - , - , 1 , 1
SHRJAGP , - , - , 1 , 1
SHUKRAPHAR , - , - , 1 , 1
SHYAM , - , - , 1 , 1
SICAGEN , - , - , 1 , 1
SIEMENS , - , - , 1 , 1
SIGNETIND , - , - , 1 , 1
SILINV , - , - , 1 , 1
SIMMOND , - , - , 1 , 1
SIMPLEXCAS , - , - , 1 , 1
SIMPLEXINF , - , - , 1 , 1
SINCLAIR , - , - , 1 , 1
SINTEX , - , - , 1 , 1
SIS , - , - , 1 , 1
SKC , - , - , 1 , 1
SKIPPER , - , - , 1 , 1
SKMEGGPROD , - , - , 1 , 1
SKYIND , - , - , 1 , 1
SMARTLINK , - , 1 , - , 1
SMIFS , - , - , 1 , 1
SMLISUZU , - , - , 1 , 1
SMSPHARMA , - , - , 1 , 1
SNL , - , - , 1 , 1
SOBHA , - , - , 1 , 1
SOLARINDS , - , - , 1 , 1
SOLIMAC , - , - , 1 , 1
SOMANYCERA , - , - , 1 , 1
SOMICONV , - , - , 1 , 1
SOTL , - , - , 1 , 1
SOUTHBANK , - , - , 1 , 1
SPAL , - , - , 1 , 1
SPENTA , - , - , 1 , 1
SRESTHA , 1 , - , - , 1
SRHHYPOLTD , - , - , 1 , 1
SRIKPRIND , - , - , 1 , 1
SRIPIPES , - , - , 1 , 1
SSWL , - , - , 1 , 1
STANROS , - , - , 1 , 1
STAR , - , - , 1 , 1
STARCEMENT , - , - , 1 , 1
STARPAPER , - , - , 1 , 1
STEELCAS , - , - , 1 , 1
STERTOOLS , - , - , 1 , 1
STHINPA , - , - , 1 , 1
STOVACQ , - , - , 1 , 1
STRTECH , - , - , 1 , 1
SUBROS , - , - , 1 , 1
SUCHITRA , - , - , 1 , 1
SUCROSA , - , - , 1 , 1
SUDARSCHEM , - , - , 1 , 1
SUDTIND-B , - , - , 1 , 1
SUJALA , - , - , 1 , 1
SUMEDHA , - , - , 1 , 1
SUMEETINDS , 1 , - , - , 1
SUNFLAG , - , - , 1 , 1
SUNILAGR , - , - , 1 , 1
SUNPHARMA , - , - , 1 , 1
SUNTECK , - , - , 1 , 1
SUPER , - , - , 1 , 1
SUPERHOUSE , - , - , 1 , 1
SURYAAMBA , - , - , 1 , 1
SURYALA , - , - , 1 , 1
SURYAROSNI , - , - , 1 , 1
SUTLEJTEX , - , - , 1 , 1
SUVEN , - , - , 1 , 1
SUYOG , - , - , 1 , 1
SVARTCORP , - , - , 1 , 1
SWANENERGY , - , - , 1 , 1
SWASTIKA , - , - , 1 , 1
SWASTIVI , - , - , 1 , 1
SWELECTES , - , - , 1 , 1
SWISSGLA , - , - , 1 , 1
SYNGENE , - , - , 1 , 1
TAALENT , - , - , 1 , 1
TAJGVK , - , - , 1 , 1
TALBROAUTO , - , - , 1 , 1
TALBROSENG , - , - , 1 , 1
TALWALKARS , - , - , 1 , 1
TALWGYM , - , - , 1 , 1
TAMBOLI , - , - , 1 , 1
TANLA , - , - , 1 , 1
TASTYBIT , - , - , 1 , 1
TATACOFFEE , - , - , 1 , 1
TATACOMM , - , - , 1 , 1
TATAELXSI , - , - , 1 , 1
TATAGLOBAL , - , - , 1 , 1
TATAMETALI , - , - , 1 , 1
TATAPOWER , - , - , 1 , 1
TATASTEEL , - , - , 1 , 1
TATASTLLP , - , - , 1 , 1
TBZ , - , - , 1 , 1
TCFCFINQ , - , - , 1 , 1
TCPLPACK , - , - , 1 , 1
TDPOWERSYS , - , - , 1 , 1
TECHNOE , - , 1 , - , 1
TECHNOFAB , - , - , 1 , 1
TEJNAKSH , 1 , - , - , 1
TEXINFRA , - , - , 1 , 1
TEXRAIL , - , - , 1 , 1
TFCILTD , - , - , 1 , 1
THANGAMAYL , - , - , 1 , 1
THEBYKE , - , - , 1 , 1
THERMAX , - , - , 1 , 1
THOMASCOOK , - , - , 1 , 1
THYROCARE , - , - , 1 , 1
TIGLOB , - , - , 1 , 1
TIL , - , - , 1 , 1
TIMETECHNO , - , - , 1 , 1
TIMKEN , - , - , 1 , 1
TINPLATE , - , - , 1 , 1
TIPSINDLTD , - , - , 1 , 1
TIRSARJ , - , - , 1 , 1
TIRUFOAM , - , - , 1 , 1
TIRUMALCHM , - , - , 1 , 1
TITAN , - , - , 1 , 1
TITANBIO , - , - , 1 , 1
TNPETRO , - , - , 1 , 1
TNPL , - , - , 1 , 1
TORNTPOWER , - , - , 1 , 1
TPLPLAST , - , - , 1 , 1
TRANSPEK , - , - , 1 , 1
TRENT , - , - , 1 , 1
TRITONV , - , - , 1 , 1
TRIVENI , - , - , 1 , 1
TTFL , - , - , 1 , 1
TTKHEALTH , - , - , 1 , 1
TTKPRESTIG , - , - , 1 , 1
TVSELECT , - , - , 1 , 1
TVSSRICHAK , - , - , 1 , 1
TVTODAY , - , - , 1 , 1
TWL , - , - , 1 , 1
TYCHE , - , - , 1 , 1
UBL , - , - , 1 , 1
UCALFUEL , - , - , 1 , 1
UFLEX , - , - , 1 , 1
UFO , - , - , 1 , 1
UGROCAP , - , - , 1 , 1
UHZAVERI , - , - , 1 , 1
ULTRACAB , - , - , 1 , 1
ULTRACEMCO , - , - , 1 , 1
ULTRAMAR , - , - , 1 , 1
UMANGDAIR , - , - , 1 , 1
UMIYA , 1 , - , - , 1
UNIABEXAL , - , - , 1 , 1
UNICHEMLAB , - , - , 1 , 1
UNIPLY , - , - , 1 , 1
UNIVCABLES , - , - , 1 , 1
UPL , - , - , 1 , 1
UPSURGE , - , - , 1 , 1
UTLINDS , - , - , 1 , 1
UYFINCORP , - , - , 1 , 1
VADILALIND , - , - , 1 , 1
VADILENT , - , - , 1 , 1
VAIBHAVGBL* , - , - , 1 , 1
VAKRANGEE , - , - , 1 , 1
VALSONQ , - , - , 1 , 1
VAMA , - , - , 1 , 1
VBL , - , - , 1 , 1
VEDAVAAG , - , - , 1 , 1
VELJAN , - , - , 1 , 1
VENKYS , - , - , 1 , 1
VERITAS , - , - , 1 , 1
VETO , - , - , 1 , 1
VFL , - , - , 1 , 1
VGUARD , - , - , 1 , 1
VHL , - , - , 1 , 1
VIAANINDUS , - , - , 1 , 1
VICTMILL , - , - , 1 , 1
VIJAYABANK , - , - , 1 , 1
VIJAYTX , - , - , 1 , 1
VIKASECO , - , - , 1 , 1
VIMTALABS , - , - , 1 , 1
VINATIORGA , - , - , 1 , 1
VINDHYATEL , - , - , 1 , 1
VINYLINDIA , - , - , 1 , 1
VIPUL , - , - , 1 , 1
VIPULORG , - , - , 1 , 1
VIRAT , - , - , 1 , 1
VIRATCRA , - , - , 1 , 1
VISAKAIND , - , - , 1 , 1
VISHNU , - , - , 1 , 1
VIVIDIND , - , - , 1 , 1
VIVIMEDLAB , - , - , 1 , 1
VLSFINANCE , - , - , 1 , 1
VMART , - , - , 1 , 1
VOITHPAPR , - , - , 1 , 1
VOLTAMP , - , - , 1 , 1
VOLTAS , - , - , 1 , 1
VRLLOG , - , - , 1 , 1
VSL , - , - , 1 , 1
VSTIND , - , - , 1 , 1
VTL , - , - , 1 , 1
VTMLTD , - , - , 1 , 1
WABAG , - , - , 1 , 1
WABCOINDIA , - , - , 1 , 1
WATERBASE , - , - , 1 , 1
WEIZMANIND , - , - , 1 , 1
WELCORP , - , - , 1 , 1
WELENT , - , - , 1 , 1
WELSPUNIND , - , - , 1 , 1
WESTLEIRES , - , - , 1 , 1
WHIRLPOOL , - , - , 1 , 1
WHITEORG , 1 , - , - , 1
WIMPLAST , - , - , 1 , 1
WINDMACHIN , - , - , 1 , 1
WIREFABR , - , - , 1 , 1
WONDERLA , - , - , 1 , 1
WPIL , - , - , 1 , 1
WSTCSTPAPR , - , - , 1 , 1
YASHCHEM , - , - , 1 , 1
YESBANK , - , - , 1 , 1
YSL , - , - , 1 , 1
ZEAL , 1 , - , - , 1
ZEEL , - , - , 1 , 1
ZEELEARN , - , - , 1 , 1
ZENIFIB , - , - , 1 , 1
ZENLABS , 1 , - , - , 1
ZENTEC , - , - , 1 , 1
ZFSTEERING , - , - , 1 , 1
ZGOVPOOX , - , - , 1 , 1
ZODIACLOTH , - , - , 1 , 1
ZODIACVEN , - , - , 1 , 1
ZODJRDMKJ , - , - , 1 , 1
ZSOUTGAS , - , - , 1 , 1
ZSWASTSA , - , - , 1 , 1
ZUARIGLOB , - , - , 1 , 1
ZWELCAST , - , - , 1 , 1
ZYDUSWELL , - , - , 1 , 1
7NR , 1 , - , 1 , 2
AARTIDRUGS , - , 1 , 1 , 2
AARTIIND , - , - , 2 , 2
ABBOTINDIA , - , - , 2 , 2
ACC , - , - , 2 , 2
ACCELYA , - , - , 2 , 2
ACGL , - , - , 2 , 2
ADCINDIA , - , - , 2 , 2
ADVANIHOTR , - , - , 2 , 2
AEGISLOG , - , - , 2 , 2
AINFRA , 1 , - , 1 , 2
AJANTPHARM , - , 1 , 1 , 2
AKZOINDIA , - , 1 , 1 , 2
ALICON , - , - , 2 , 2
ALKEM , - , - , 2 , 2
AMARAJABAT , - , - , 2 , 2
AMBUJACEM , - , - , 2 , 2
ARFIN , 1 , - , 1 , 2
ASIANPAINT , - , - , 2 , 2
ASMTEC , - , - , 2 , 2
ASTRAL , - , - , 2 , 2
ATULAUTO , - , - , 2 , 2
AUROPHARMA , - , - , 2 , 2
AVANTEL , - , - , 2 , 2
AVANTI , 1 , - , 1 , 2
AVTNPL , - , - , 2 , 2
BANCOINDIA , - , - , 2 , 2
BDL , - , - , 2 , 2
BEML , - , - , 2 , 2
BHAGIL , - , - , 2 , 2
BHARAT , - , - , 2 , 2
BHARATFORG , - , - , 2 , 2
BHARTIARTL , - , - , 2 , 2
BLUESTARCO , - , - , 2 , 2
BOROSIL , 1 , - , 1 , 2
BOSCHLTD , - , 1 , 1 , 2
BPCL , - , - , 2 , 2
CARBORUNIV , - , - , 2 , 2
CASTROLIND , - , - , 2 , 2
CEEJAY , - , - , 2 , 2
CHEVIOT , 1 , - , 1 , 2
CHOLAFIN , - , - , 2 , 2
CHOLAHLDNG , - , - , 2 , 2
CLNINDIA , - , - , 2 , 2
CMIFPE , - , - , 2 , 2
COASTCORP , 1 , - , 1 , 2
COCHINSHIP , - , 1 , 1 , 2
COLPAL , - , - , 2 , 2
CONCOR , 1 , - , 1 , 2
CONTROLPR , - , - , 2 , 2
COROMANDEL , - , - , 2 , 2
CUB , 1 , - , 1 , 2
CUMMINSIND , - , - , 2 , 2
CYIENT , - , - , 2 , 2
DARSHANORNA , 1 , - , 1 , 2
DELTACORP , - , - , 2 , 2
DHANUKA , - , 1 , 1 , 2
DHARAMSI , - , - , 2 , 2
DIAMINESQ , - , - , 2 , 2
DIL , 1 , - , 1 , 2
EDELWEISS , - , - , 2 , 2
EIDPARRY , - , - , 2 , 2
EMAMILTD , 1 , - , 1 , 2
EMKAY , - , - , 2 , 2
ENGINERSIN , - , - , 2 , 2
ESABINDIA , - , - , 2 , 2
ESSELPRO , 1 , - , 1 , 2
EXIDEIND , - , - , 2 , 2
FIEMIND , - , - , 2 , 2
FILTRA , 1 , - , 1 , 2
GABRIEL , - , - , 2 , 2
GAIL , - , - , 2 , 2
GALLISPAT , - , - , 2 , 2
GICRE , 1 , - , 1 , 2
GILLETTE , - , - , 2 , 2
GLAXO , 1 , - , 1 , 2
GMBREW , 1 , - , 1 , 2
GOLDCORP , - , 1 , 1 , 2
GPPL , - , - , 2 , 2
GRAPHITE , - , - , 2 , 2
GREAVESCOT , - , - , 2 , 2
GRUH , 1 , - , 1 , 2
GULFOILLUB , - , - , 2 , 2
GULPOLY , - , - , 2 , 2
HATSUN , - , - , 2 , 2
HDFC , - , - , 2 , 2
HEIDELBERG , - , - , 2 , 2
HEROMOTOCO , - , - , 2 , 2
HIL , - , - , 2 , 2
HINDPETRO , - , - , 2 , 2
HINDUNILVR , - , - , 2 , 2
HITECHGEAR , - , - , 2 , 2
ICICIGI , - , - , 2 , 2
IEX , - , 1 , 1 , 2
IGARASHI , 1 , - , 1 , 2
INDAG , - , - , 2 , 2
INDNIPPON , - , - , 2 , 2
INDTONER , - , - , 2 , 2
INFRATEL , - , - , 2 , 2
ISEC , - , - , 2 , 2
IWP , 1 , - , 1 , 2
JAGRAN , - , 1 , 1 , 2
JAMNAAUTO , - , - , 2 , 2
JBCHEPHARM , - , 1 , 1 , 2
JMFINANCIL , - , - , 2 , 2
JUBLFOOD , 1 , - , 1 , 2
JYOTHYLAB , 1 , - , 1 , 2
KARURVYSYA , 1 , - , 1 , 2
KGDENIM , - , 1 , 1 , 2
KIOCL , - , 1 , 1 , 2
KIRLFER , - , - , 2 , 2
KIRLOSENG , - , - , 2 , 2
KIRLPNU , - , - , 2 , 2
KSCL , - , 1 , 1 , 2
LALPATHLAB , - , - , 2 , 2
LGBBROSLTD , 1 , - , 1 , 2
LKPFIN , - , - , 2 , 2
LT , - , 1 , 1 , 2
LTI , - , - , 2 , 2
LTTS , - , - , 2 , 2
MAANALU , - , - , 2 , 2
MANORG , - , 1 , 1 , 2
MARICO , - , - , 2 , 2
MASFIN , - , - , 2 , 2
MASTEK , - , - , 2 , 2
MEGH , - , - , 2 , 2
MEHAI , 1 , - , 1 , 2
MENONBE , - , - , 2 , 2
MGL , - , - , 2 , 2
MIDHANI , - , - , 2 , 2
MINDACORP , - , - , 2 , 2
MISHTANN , - , - , 2 , 2
MMTC , 1 , - , 1 , 2
MODISNME , - , - , 2 , 2
MOIL , - , - , 2 , 2
MOLDTEK , - , - , 2 , 2
MOLDTKPAC , - , - , 2 , 2
MONSANTO , - , - , 2 , 2
MONTECARLO , - , 1 , 1 , 2
MORGANITE , - , - , 2 , 2
MOTHERSUMI , 1 , - , 1 , 2
MOTILALOFS , - , - , 2 , 2
MPHASIS , - , 1 , 1 , 2
NATCOPHARM , - , - , 2 , 2
NAVNETEDUL , - , 1 , 1 , 2
NEAGI , - , - , 2 , 2
NIACL , 1 , - , 1 , 2
NILKAMAL , - , - , 2 , 2
NMDC , - , 1 , 1 , 2
OAL , 1 , - , 1 , 2
ORIENTCQ , - , - , 2 , 2
ORIENTELEC , - , - , 2 , 2
ORIENTPPR , - , - , 2 , 2
PBMPOLY , - , 1 , 1 , 2
PERSISTENT , - , - , 2 , 2
PETRONET , - , - , 2 , 2
PGHH , - , - , 2 , 2
PHILIPCARB , - , - , 2 , 2
PIIND , - , - , 2 , 2
POWERGRID , - , - , 2 , 2
PPAP , - , - , 2 , 2
PRAJIND , - , - , 2 , 2
PRECWIRE , - , - , 2 , 2
RAIN , - , - , 2 , 2
RANEHOLDIN , - , - , 2 , 2
RBL , - , - , 2 , 2
RCIIND , - , - , 2 , 2
RECLTD , - , - , 2 , 2
REDINGTON , - , 1 , 1 , 2
RICOAUTO , - , - , 2 , 2
RIDDHICORP , 1 , - , 1 , 2
RML , - , - , 2 , 2
RNAM , - , - , 2 , 2
RSYSTEMINT , - , 1 , 1 , 2
SADBHIN , - , - , 2 , 2
SAGARSOFT , - , - , 2 , 2
SAKSOFT , - , - , 2 , 2
SALASAR , - , - , 2 , 2
SANDUMA , - , - , 2 , 2
SANOFI , - , - , 2 , 2
SASKEN , - , - , 2 , 2
SATIA , - , - , 2 , 2
SAVERA , - , - , 2 , 2
SHANTIGEAR , - , 1 , 1 , 2
SHARDACROP , - , - , 2 , 2
SHASHIJIT , 1 , - , 1 , 2
SHBCLQ , - , - , 2 , 2
SHERVANI , - , 1 , 1 , 2
SHILGRAVQ , - , - , 2 , 2
SHIVALIK , 1 , - , 1 , 2
SHREECEM , - , - , 2 , 2
SHRIRAMCIT , - , - , 2 , 2
SIL , - , - , 2 , 2
SINGER , - , - , 2 , 2
SIYSIL , - , - , 2 , 2
SJVN , - , - , 2 , 2
SKFINDIA , - , 1 , 1 , 2
SONATSOFTW , - , - , 2 , 2
SREINFRA , - , - , 2 , 2
SRF , - , - , 2 , 2
SRTRANSFIN , - , - , 2 , 2
SUNCLAYLTD , - , - , 2 , 2
SUNDRMFAST , - , - , 2 , 2
SUPPETRO , - , - , 2 , 2
SUPRAJIT , - , - , 2 , 2
SUPREMEIND , - , - , 2 , 2
SWARAJENG , - , - , 2 , 2
TATACHEM , - , - , 2 , 2
TCI , - , - , 2 , 2
TECHM , - , 1 , 1 , 2
TIINDIA , - , - , 2 , 2
TORNTPHARM , - , - , 2 , 2
TRITURBINE , - , 1 , 1 , 2
TVSMOTOR , - , - , 2 , 2
UJJIVAN , - , - , 2 , 2
VALIANTORG , - , - , 2 , 2
VEDL , - , - , 2 , 2
VIPIND , - , - , 2 , 2
VISHALBL , 1 , - , 1 , 2
VSTTILLERS , - , - , 2 , 2
WEIZFOREX , - , 1 , 1 , 2
WENDT , - , - , 2 , 2
WIPRO , 1 , - , 1 , 2
YUKEN , 1 , - , 1 , 2
ZENSARTECH , - , - , 2 , 2
ZIMLAB , 1 , - , 1 , 2
ALLCARGO , - , - , 3 , 3
AMRUTANJAN , - , - , 3 , 3
BHEL , - , 1 , 2 , 3
COALINDIA , - , 1 , 2 , 3
DABUR , - , - , 3 , 3
DBCORP , - , 1 , 2 , 3
DCMSHRIRAM , - , - , 3 , 3
FOSECOIND , - , - , 3 , 3
GOLDIAM , - , - , 3 , 3
HEG , - , 1 , 2 , 3
HESTERBIO , - , - , 3 , 3
HIKAL , 1 , - , 2 , 3
ICICIPRULI , - , - , 3 , 3
INGERRAND , - , - , 3 , 3
MINDAIND , 1 , - , 2 , 3
MMFL , 1 , - , 2 , 3
MRF , - , - , 3 , 3
NATIONALUM , - , 1 , 2 , 3
NAUKRI , - , - , 3 , 3
NAVINFLUOR , - , - , 3 , 3
NHPC , - , 1 , 2 , 3
NICCOPAR , - , - , 3 , 3
NLCINDIA , - , 1 , 2 , 3
NTPC , 1 , - , 2 , 3
OIL , - , 1 , 2 , 3
POLYPLEX , - , - , 3 , 3
RITES , - , - , 3 , 3
SUKHJITS , 1 , - , 2 , 3
SUNDARMFIN , - , - , 3 , 3
TATAINVEST , - , 1 , 2 , 3
TCIEXP , - , - , 3 , 3
TIDEWATER , - , - , 3 , 3
TRANSCOR , 1 , - , 2 , 3
UNIDT , 1 , - , 2 , 3
WHEELS , 1 , - , 2 , 3
BALKRISIND , - , - , 4 , 4
BEL , - , - , 4 , 4
CRISIL , - , - , 4 , 4
CUPID , 1 , - , 3 , 4
GMM , - , - , 4 , 4
GRANULES , - , - , 4 , 4
HEXAWARE , - , - , 4 , 4
HGS , - , - , 4 , 4
IBULHSGFIN , - , - , 4 , 4
IOC , - , 1 , 3 , 4
MANAPPURAM , - , - , 4 , 4
MAYURUNIQ , - , - , 4 , 4
MINDTREE , - , - , 4 , 4
NESTLEIND , - , - , 4 , 4
ONGC , - , 1 , 3 , 4
SUNTV , - , - , 4 , 4
SYMPHONY , - , - , 4 , 4
TAKE , - , - , 4 , 4
TRIDENT , - , - , 4 , 4
VIDHIING , - , - , 4 , 4
CARERATING , - , - , 5 , 5
GODREJCP , 1 , - , 4 , 5
HCLTECH , - , 1 , 4 , 5
INFY , 1 , - , 4 , 5
KKCL , - , - , 5 , 5
PAGEIND , - , - , 6 , 6
TCS , 1 , 1 , 4 , 6
