Stock Symbol,Company Name,ISIN Code,Qty,Average Cost Price,Current Market Price,% Change over prev close,Value At Cost,Value At Market Price,Days Gain,Days Gain %,Realized Profit / Loss,Unrealized Profit/Loss,Unrealized Profit/Loss %,
NETW18,NETWORK 18 MEDIA & INVESTMENTS,INE870H01013,160,31.93,40.15,- 2.31,5108.80,6424.00,152.00,4226.32,(503.66),1315.20,25.74,
NEYLIG,NLC INDIA LIMITED,INE589A01014,234,52.01,50.30,- 1.95,12170.34,11770.20,234.00,5030.00,0.00,-400.14,(3.29),
NHPC,NHPC LIMITED,INE848E01016,580,21.80,20.65,+ 0.49,12644.00,11977.00,-58.00,-20650.00,0.00,-667.00,(5.28),
NILLIM,NILKAMAL LIMITED,INE310A01015,9,1186.18,1239.10,+ 0.20,10675.62,11151.90,-22.50,-49564.00,0.00,476.28,4.46,
NOVART,NOVARTIS INDIA LIMITED,INE234A01025,3,669.79,652.80,+ 2.71,2009.37,1958.40,-51.60,-3795.35,0.00,-50.97,(2.54),
NTPC,NTPC LIMITED,INE733E01010,213,109.71,88.40,+ 1.32,23368.23,18829.20,-244.95,-7686.96,(1038.88),-4539.03,(19.42),
OILIND,OIL INDIA LIMITED,INE274J01014,130,100.04,94.10,- 0.95,13005.20,12233.00,117.00,10455.56,0.00,-772.20,(5.94),
ONGC,OIL AND NATURAL GAS CORPORATIO,INE213A01029,273,92.44,77.10,- 1.91,25236.12,21048.30,409.50,5140.00,1482.22,-4187.82,(16.59),
PAGIND,PAGE INDUSTRIES LTD,INE761H01022,1,24465.35,18948.25,- 0.32,24465.35,18948.25,60.65,31241.96,3597.78,-5517.10,(22.55),
PETLNG,PETRONET LNG LIMITED,INE347G01014,64,221.43,259.95,- 1.98,14171.52,16636.80,336.00,4951.43,0.00,2465.28,17.40,
PFIZER,PFIZER LTD,INE182A01018,2,2495.02,4484.95,- 1.12,4990.04,8969.90,101.70,8819.96,(786.52),3979.86,79.76,
PIDIND,PIDILITE INDUSTRIES LTD,INE318A01026,5,1098.19,1371.60,- 0.62,5490.95,6858.00,42.50,16136.47,0.00,1367.05,24.90,
PIIND,P I INDUSTRIES LTD,INE603J01030,4,1232.23,1939.60,+ 1.98,4928.92,7758.40,-150.40,-5158.51,0.00,2829.48,57.41,
PIRENT,PIRAMAL ENTERPRISES LIMITED,INE140A01024,10,1402.83,1432.10,- 2.40,14028.30,14321.00,352.50,4062.70,0.00,292.70,2.09,
POWFIN,POWER FINANCE CORPORATION LTD,INE134E01011,127,110.12,91.25,- 4.30,13985.24,11588.75,520.70,2225.61,0.00,-2396.49,(17.14),
POWGRI,POWER GRID CORPORATION OF INDI,INE752E01010,116,189.14,175.40,- 1.87,21940.24,20346.40,388.60,5235.82,238.70,-1593.84,(7.26),
PREEST,PRESTIGE ESTATES PROJECTS LIMI,INE811K01011,54,196.93,232.55,+ 0.50,10634.22,12557.70,-62.10,-20221.74,0.00,1923.48,18.09,
PROGAM,PROCTER AND GAMBLE HYGIENE HEA,INE179A01014,2,9806.43,10044.90,- 1.06,19612.86,20089.80,215.50,9322.41,0.00,476.94,2.43,
PVRLIM,PVR LIMITED,INE191H01014,4,1397.13,1243.05,- 0.90,5588.52,4972.20,45.20,11000.44,0.00,-616.32,(11.03),
QUECOR,QUESS CORP LIMITED,INE615P01015,28,463.51,367.65,- 0.07,12978.28,10294.20,7.00,147060.00,0.00,-2684.08,(20.68),
RALIND,RALLIS INDIA LTD,INE613A01020,17,208.37,295.80,- 1.69,3542.29,5028.60,86.70,5800.00,0.00,1486.31,41.96,
RELFOO,RELAXO FOOTWEARS LIMITED,INE131B01039,14,407.21,630.05,+ 0.10,5700.94,8820.70,-8.40,-105008.33,0.00,3119.76,54.72,
RELIND,RELIANCE INDUSTRIES,INE002A01018,21,772.04,2113.80,- 0.39,16212.84,44389.80,173.25,25621.82,486.74,28176.96,173.79,
RELNIP,NIPPON LIFE IND ASSET MANAGEME,INE298J01013,10,245.94,268.60,- 0.52,2459.40,2686.00,14.00,19185.71,0.00,226.60,9.21,
RENSUG,SHREE RENUKA SUGARS LTD,INE087H01022,715,7.16,9.50,- 3.55,5119.40,6792.50,250.25,2714.29,(637.90),1673.10,32.68,
RURELE,REC LIMITED,INE020B01018,135,119.91,108.00,- 2.22,16187.85,14580.00,330.75,4408.16,(2497.62),-1607.85,(9.93),
SANOFI,SANOFI INDIA LTD,INE058A01010,1,4094.35,8321.35,+ 1.63,4094.35,8321.35,-133.85,-6216.92,0.00,4227.00,103.24,
SBICAR,SBI CARDS AND PAYMENT SERV LTD,INE018E01016,10,586.17,779.80,- 1.58,5861.70,7798.00,125.00,6238.40,0.00,1936.30,33.03,
SBIGOL,SBI-ETF GOLD,INF200K01099,70,2894.80,4734.10,+ 1.10,202636.00,331387.00,-3591.00,-9228.27,0.00,128751.00,63.54,
SBILIF,SBI LIFE INSURANCE COMPANY LTD,INE123W01016,14,747.77,839.30,- 2.58,10468.78,11750.20,310.80,3780.63,0.00,1281.42,12.24,
SECINT,SECURITY INTELLIGENCE SER LTD,INE285J01028,2,451.45,372.65,- 1.60,902.90,745.30,12.10,6159.50,0.00,-157.60,(17.45),
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,4,1543.83,1361.30,- 0.25,6175.32,5445.20,13.40,40635.82,0.00,-730.12,(11.82),
SHRCEM,SHREE CEMENTS LTD,INE070A01015,1,18299.46,21458.25,+ 1.04,18299.46,21458.25,-221.25,-9698.64,(321.67),3158.79,17.26,
SHRTRA,SHRIRAM TRANSPORT FINANCE CO,INE721A01013,4,934.73,686.35,- 2.27,3738.92,2745.40,63.80,4303.13,0.00,-993.52,(26.57),
SIEMEN,SIEMENS LTD,INE003A01024,4,1221.49,1211.90,+ 2.86,4885.96,4847.60,-134.80,-3596.14,(187.10),-38.36,(0.79),
SKFIND,SKF INDIA LIMITED,INE640A01023,5,1852.30,1506.00,- 0.06,9261.50,7530.00,4.25,177176.47,(284.35),-1731.50,(18.70),
SOLIN,SOLAR INDUSTRIES INDIA LIMITED,INE343H01029,2,1065.83,1032.70,+ 1.39,2131.66,2065.40,-28.30,-7298.23,0.00,-66.26,(3.11),
STABAN,STATE BANK OF INDIA,INE062A01020,74,215.76,196.50,- 2.67,15966.24,14541.00,399.60,3638.89,2583.25,-1425.24,(8.93),
STETEC,STERLITE TECHNOLOGIES LIMITED,INE089C01029,70,85.80,130.25,- 1.81,6006.00,9117.50,168.00,5427.08,0.00,3111.50,51.81,
SUMCH,SUMITOMO CHEMICAL INDIA LTD,INE258G01013,25,235.08,270.00,- 1.21,5877.00,6750.00,82.50,8181.82,0.00,873.00,14.85,
SUNFAS,SUNDRAM FASTENERS LIMITED,INE387A01021,8,413.17,440.20,- 2.18,3305.36,3521.60,78.40,4491.84,0.00,216.24,6.54,
SUNFIN,SUNDARAM FINANCE LTD,INE660A01013,1,1612.76,1346.40,- 0.23,1612.76,1346.40,3.10,43432.26,0.00,-266.36,(16.52),
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,INE044A01036,39,531.53,531.35,+ 2.03,20729.67,20722.65,-411.45,-5036.49,0.00,-7.02,(0.03),
SUNTV,SUN TV NETWORK LIMITED,INE424H01027,10,276.17,400.15,- 1.36,2761.70,4001.50,55.00,7275.45,0.00,1239.80,44.89,
SUPIND,SUPREME INDUSTRIES LTD,INE195A01028,2,1205.90,1210.80,- 0.38,2411.80,2421.60,9.30,26038.71,0.00,9.80,0.41,
SYMLIM,SYMPHONY LIMITED,INE225D01027,5,1133.08,833.60,- 0.93,5665.40,4168.00,39.00,10687.18,0.00,-1497.40,(26.43),
TATCHE,TATA CHEMICALS LTD,INE092A01019,24,313.62,295.00,- 0.34,7526.88,7080.00,24.00,29500.00,(89.37),-446.88,(5.94),
TATCO,TATA COFFEE LTD,INE493A01027,116,73.54,105.50,- 2.94,8530.64,12238.00,371.20,3296.88,0.00,3707.36,43.46,
TATELX,TATA ELXSI LIMITED,INE670A01012,1,993.14,1020.65,+ 0.08,993.14,1020.65,-0.80,-127581.25,(2464.63),27.51,2.77,
TATGLO,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,31,229.55,537.50,- 0.29,7116.05,16662.50,48.05,34677.42,(179.40),9546.45,134.15,
TATMOT,TATA MOTORS LIMITED,INE155A01022,52,155.25,124.60,- 4.99,8073.00,6479.20,340.60,1902.29,5165.54,-1593.80,(19.74),
TATPOW,TATA POWER CO LTD,INE245A01021,225,45.40,54.95,- 2.05,10215.00,12363.75,258.75,4778.26,(122.15),2148.75,21.04,
TATSTE,TATA STEEL LIMITED,INE081A01012,49,369.32,418.50,+ 1.31,18096.68,20506.50,-264.60,-7750.00,619.92,2409.82,13.32,
TCS,TATA CONSULTANCY SERVICES LTD,INE467B01029,22,1421.44,2242.15,- 0.55,31271.68,49327.30,270.60,18228.86,1304.38,18055.62,57.74,
TECMAH,TECH MAHINDRA LIMITED,INE669C01036,20,529.84,695.90,- 0.16,10596.80,13918.00,23.00,60513.04,0.00,3321.20,31.34,
THOCOO,THOMAS COOK (INDIA) LTD,INE332A01027,178,54.55,36.20,+ 6.16,9709.90,6443.60,-373.80,-1723.81,0.00,-3266.30,(33.64),
THYTEC,THYROCARE TECHNOLOGIES LIMITED,INE594H01019,12,505.76,704.95,- 0.02,6069.12,8459.40,1.80,469966.67,0.00,2390.28,39.38,
TITIND,TITAN COMPANY LIMITED,INE280A01028,10,777.04,1104.15,+ 0.59,7770.40,11041.50,-65.00,-16986.92,0.00,3271.10,42.10,
TRENT,TRENT LTD LAKME LTD,INE849A01020,13,411.92,566.05,- 1.57,5354.96,7358.65,117.65,6254.70,0.00,2003.69,37.42,
TTKPRE,TTK PRESTIGE LTD,INE690A01010,2,6111.00,5388.55,- 0.30,12222.00,10777.10,32.70,32957.49,0.00,-1444.90,(11.82),
TUBIN,TUBE INVESTMENTS OF INDIA LTD,INE974X01010,8,290.39,590.00,- 1.28,2323.12,4720.00,61.20,7712.42,0.00,2396.88,103.18,
TUBINV,CHOLAMANDALAM FIN HOLDINGS LTD,INE149A01033,8,482.10,379.95,- 2.33,3856.80,3039.60,72.40,4198.34,0.00,-817.20,(21.19),
TVSSRI,TVS SRICHAKRA LIMITED,INE421C01016,3,1717.80,1440.15,- 2.16,5153.40,4320.45,95.55,4521.66,(716.55),-832.95,(16.16),
UFLLIM,UFLEX LIMITED,INE516A01017,8,292.07,325.95,- 1.44,2336.56,2607.60,38.00,6862.11,0.00,271.04,11.60,
ULTCEM,ULTRATECH CEMENT LIMITED,INE481G01011,5,3799.42,4010.10,- 0.92,18997.10,20050.50,186.00,10779.84,(1184.37),1053.40,5.55,
UNIBR,UNITED BREWERIES LTD,INE686F01025,9,1198.91,963.60,- 2.27,10790.19,8672.40,201.60,4301.79,0.00,-2117.79,(19.63),
UNIP,UPL LIMITED,INE628A01036,20,395.04,485.65,- 0.72,7900.80,9713.00,70.00,13875.71,0.00,1812.20,22.94,
UNISPI,UNITED SPIRITS LIMITED,INE854D01024,27,507.45,584.15,- 1.33,13701.15,15772.05,211.95,7441.40,(395.31),2070.90,15.11,
UTGOLD,UTI GOLD ETF,INF789F01059,70,2747.70,4781.95,- 0.14,192339.00,334736.50,483.00,69303.62,0.00,142397.50,74.03,
VARBEV,VARUN BEVERAGES LIMITED,INE200M01013,7,480.31,765.50,- 0.67,3362.17,5358.50,36.40,14721.15,0.00,1996.33,59.38,
VEDLIM,VEDANTA LIMITED,INE205A01025,197,111.24,122.65,- 1.45,21914.28,24162.05,354.60,6813.89,0.00,2247.77,10.26,
VENIND,VENKYS INDIA LIMITED,INE398A01010,5,1326.71,1352.50,- 1.55,6633.55,6762.50,106.75,6334.89,0.00,128.95,1.94,
VGUARD,V-GUARD INDUSTRIES LIMITED,INE951I01027,49,216.94,159.80,- 0.06,10630.06,7830.20,4.90,159800.00,0.00,-2799.86,(26.34),
VIPIND,VIP INDUSTRIES LTD,INE054A01027,41,277.15,265.65,- 3.12,11363.15,10891.65,350.55,3107.02,0.00,-471.50,(4.15),
VOLTAS,VOLTAS LTD,INE226A01021,10,517.79,615.45,- 0.50,5177.90,6154.50,31.00,19853.23,0.00,976.60,18.86,
VRLLOG,VRL LOGISTICS LIMITED,INE366I01010,25,252.80,149.90,- 2.19,6320.00,3747.50,83.75,4474.63,0.00,-2572.50,(40.70),
VSTIND,VST INDUSTRIES LTD,INE710A01016,4,2907.08,3401.95,- 0.63,11628.32,13607.80,86.20,15786.31,0.00,1979.48,17.02,
VSTTIL,VSTTILLERS TRACTORS LTD,INE764D01017,5,1235.97,1591.55,- 4.00,6179.85,7957.75,331.50,2400.53,0.00,1777.90,28.77,
WESDEV,WESTLIFE DEVELOPMENT LTD,INE274F01020,7,284.76,368.15,+ 0.42,1993.32,2577.05,-10.85,-23751.61,0.00,583.73,29.28,
WHIIND,WHIRLPOOL OF INDIA LTD,INE716A01013,2,1386.24,2020.85,- 0.13,2772.48,4041.70,5.40,74846.30,0.00,1269.22,45.78,
WIPRO,WIPRO LTD,INE075A01022,33,200.58,276.50,- 0.18,6619.14,9124.50,16.50,55300.00,(1006.96),2505.36,37.85,
WONHOL,WONDERLA HOLIDAYS LTD,INE066O01014,51,202.89,165.30,- 4.17,10347.39,8430.30,367.20,2295.83,0.00,-1917.09,(18.53),
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,INE256A01028,36,317.73,161.20,- 0.68,11438.28,5803.20,39.60,14654.55,(1136.35),-5635.08,(49.27),
ZEELEA,ZEE LEARN LIMITED,INE565L01011,542,22.17,14.85,- 7.48,12016.14,8048.70,650.40,1237.50,0.00,-3967.44,(33.02),
ZYDWEL,ZYDUS WELLNESS LIMITED,INE768C01010,1,1338.42,1617.75,- 0.52,1338.42,1617.75,8.40,19258.93,0.00,279.33,20.87,
