Stock Symbol,Company Name,ISIN Code,Action,Quantity,Transaction Price,Brokerage,Transaction Charges,StampDuty,Segment,STT Paid/Not Paid,Remarks,Transaction Date,Exchange,
BHAINF,BHARTI INFRATEL LIMITED,INE121J01017,Buy,4,267.80,31.61,0.03,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
BHAINF,BHARTI INFRATEL LIMITED,INE121J01017,Buy,15,232.95,41.31,0.08,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,2,306.50,5.62,NA,NA,Rolling,STT Paid,icicidirect,06-Jun-2008,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,7,306.50,19.66,NA,NA,Rolling,STT Paid,icicidirect,06-Jun-2008,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,306.50,2.81,NA,NA,Rolling,STT Paid,icicidirect,06-Jun-2008,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,4,267.00,28.09,NA,NA,Rolling,STT Paid,icicidirect,09-Jun-2008,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Sell,11,336.00,31.15,NA,NA,Rolling,STT Paid,icicidirect,05-Aug-2008,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Sell,3,321.70,27.11,0.03,0.10,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,579.50,15.98,0.02,0.06,Rolling,STT Paid,icicidirect,25-Feb-2010,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,20-Jul-2012,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Sell,2,397.55,22.33,0.03,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,2,645.00,37.09,0.05,0.00,Rolling,STT Paid,icicidirect,22-Jun-2017,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,28-Jul-2017,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,2,499.75,29.49,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,3,350.10,30.99,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,10,265.40,41.31,0.06,0.00,Rolling,STT Paid,icicidirect,23-Mar-2020,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,1,1481.00,28.09,0.05,0.15,Rolling,STT Paid,icicidirect,07-Oct-2008,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,4,0.00,0.00,0.00,0.00,Rolling,STT Paid,manual,02-Jan-2013,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Sell,5,208.35,29.26,0.04,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,10,127.10,37.50,0.04,0.00,Rolling,STT Paid,icicidirect,24-Aug-2017,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,5,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,06-Oct-2017,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,12,86.00,30.45,0.03,0.00,Rolling,STT Paid,icicidirect,04-Apr-2018,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,14,72.80,30.07,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,125,38.80,42.94,0.11,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,350,27.75,85.99,0.21,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
BIOCON,BIOCON LIMITED,INE376G01013,Buy,2,608.30,35.90,0.04,0.60,Rolling,STT Paid,icicidirect,24-Aug-2018,NSE,
BIOCON,BIOCON LIMITED,INE376G01013,Buy,2,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,21-Jun-2019,NSE,
BLUDAR,BLUE DART EXPRESS LTD,INE233B01017,Buy,1,4426.00,40.25,0.16,0.00,Rolling,STT Paid,icicidirect,30-May-2017,NSE,
BLUDAR,BLUE DART EXPRESS LTD,INE233B01017,Buy,1,2845.00,41.32,0.10,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,BSE,
BLUDAR,BLUE DART EXPRESS LTD,INE233B01017,Buy,1,2695.00,41.32,0.10,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,NSE,
BLUSTA,BLUE STAR LTD,INE472A01039,Buy,1,731.80,21.59,0.02,0.30,Rolling,STT Paid,icicidirect,28-Nov-2017,NSE,
BLUSTA,BLUE STAR LTD,INE472A01039,Buy,2,576.00,33.99,0.03,1.20,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
BLUSTA,BLUE STAR LTD,INE472A01039,Buy,6,495.50,41.32,0.10,0.00,Rolling,STT Paid,icicidirect,16-Jun-2020,NSE,
BLUSTA,BLUE STAR LTD,INE472A01039,Buy,2,497.25,29.34,0.03,0.15,Rolling,STT Paid,icicidirect,01-Jul-2020,NSE,
BORGLA,BOROSIL RENEWABLES LIMITED,INE666D01022,Buy,1,173.80,3.44,0.00,0.00,Rolling,STT Paid,icicidirect,23-Sep-2019,NSE,
BORGLA,BOROSIL RENEWABLES LIMITED,INE666D01022,Buy,11,173.85,37.87,0.04,0.00,Rolling,STT Paid,icicidirect,23-Sep-2019,NSE,
BOSLIM,BOSCH LIMITED,INE323A01026,Buy,1,24408.40,216.16,0.79,0.00,Rolling,STT Paid,icicidirect,01-Aug-2017,NSE,
BOSLIM,BOSCH LIMITED,INE323A01026,Sell,1,20790.05,184.11,0.68,0.00,Rolling,STT Paid,icicidirect,08-Nov-2017,NSE,
BOSLIM,BOSCH LIMITED,INE323A01026,Buy,1,19110.00,169.25,0.70,0.00,Rolling,STT Paid,icicidirect,12-Mar-2019,NSE,
BOSLIM,BOSCH LIMITED,INE323A01026,Buy,1,10789.50,95.53,0.24,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
BRIENT,BRIGADE ENTERPRISES LIMITED,INE791I01019,Buy,4,268.00,30.82,0.04,0.00,Rolling,STT Paid,icicidirect,08-Jun-2017,NSE,
BRIENT,BRIGADE ENTERPRISES LIMITED,INE791I01019,Buy,5,209.80,30.95,0.03,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,NSE,
BRIENT,BRIGADE ENTERPRISES LIMITED,INE791I01019,Buy,3,187.90,16.64,0.04,0.00,Rolling,STT Paid,icicidirect,09-Oct-2018,BSE,
BRIENT,BRIGADE ENTERPRISES LIMITED,INE791I01019,Buy,6,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,11-Sep-2019,NSE,
BRIIND,BRITANNIA INDUSTRIES LTD,INE216A01030,Buy,2,1838.78,40.25,0.13,0.00,Rolling,STT Paid,icicidirect,09-Jun-2017,NSE,
BRIIND,BRITANNIA INDUSTRIES LTD,INE216A01030,Buy,2,2515.65,44.55,0.15,0.00,Rolling,STT Paid,icicidirect,04-Apr-2018,NSE,
BRIIND,BRITANNIA INDUSTRIES LTD,INE216A01030,Buy,1,3400.00,41.32,0.12,0.00,Rolling,STT Paid,icicidirect,17-Jun-2020,NSE,
BSE,BSE LIMITED,INE118H01025,Buy,1,982.85,29.00,0.03,0.30,Rolling,STT Paid,icicidirect,28-Sep-2017,NSE,
BSE,BSE LIMITED,INE118H01025,Buy,2,841.85,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,NSE,
BSE,BSE LIMITED,INE118H01025,Buy,2,657.55,38.80,0.04,0.30,Rolling,STT Paid,icicidirect,08-Oct-2018,NSE,
BSE,BSE LIMITED,INE118H01025,Buy,4,489.45,17.33,0.04,0.00,Rolling,STT Paid,icicidirect,18-Dec-2019,NSE,
BSE,BSE LIMITED,INE118H01025,Buy,9,489.30,38.99,0.10,0.00,Rolling,STT Paid,icicidirect,18-Dec-2019,NSE,
BSE,BSE LIMITED,INE118H01025,Buy,10,361.75,41.31,0.08,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
CADHEA,CADILA HEALTHCARE LIMITED,INE010B01027,Buy,2,485.20,28.63,0.03,0.00,Rolling,STT Paid,icicidirect,19-Sep-2017,NSE,
CADHEA,CADILA HEALTHCARE LIMITED,INE010B01027,Buy,3,382.55,33.99,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
CADHEA,CADILA HEALTHCARE LIMITED,INE010B01027,Buy,13,242.80,41.31,0.07,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,1,1474.00,40.25,0.05,0.00,Rolling,STT Paid,icicidirect,15-Jun-2017,NSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,1,1367.55,40.35,0.04,0.00,Rolling,STT Paid,icicidirect,01-Feb-2018,NSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,1,983.60,29.02,0.03,0.00,Rolling,STT Paid,icicidirect,03-Jun-2019,BSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,1,919.50,8.14,0.03,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,NSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,1,919.95,8.15,0.03,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,NSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,4,919.95,32.59,0.13,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,NSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,1,919.50,8.14,0.03,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,NSE,
CARE,CARE RATINGS LIMITED,INE752H01013,Buy,10,394.35,41.32,0.09,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
CARUNI,CARBORUNDUM UNIVERSAL LTD,INE120A01034,Buy,4,328.50,38.77,0.04,0.00,Rolling,STT Paid,icicidirect,17-Oct-2017,NSE,
CARUNI,CARBORUNDUM UNIVERSAL LTD,INE120A01034,Buy,3,357.95,31.68,0.03,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
CARUNI,CARBORUNDUM UNIVERSAL LTD,INE120A01034,Buy,15,331.05,43.97,0.11,0.00,Rolling,STT Paid,icicidirect,04-Feb-2020,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Buy,2,424.50,24.41,0.03,0.00,Rolling,STT Paid,icicidirect,30-May-2017,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Buy,4,394.30,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,06-Dec-2017,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Buy,6,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,04-Jan-2018,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Buy,7,146.90,30.34,0.03,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Buy,50,138.80,61.46,0.25,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,NSE,
CDSL,CENTRAL DEPOSITORY SER IND LTD,INE736A01011,Buy,3,340.55,30.14,0.03,0.00,Rolling,STT Paid,icicidirect,28-Sep-2017,NSE,
CDSL,CENTRAL DEPOSITORY SER IND LTD,INE736A01011,Buy,4,270.15,31.88,0.03,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,NSE,
CEAT,CEAT LIMITED,INE482A01020,Buy,1,1891.95,41.31,0.06,0.00,Rolling,STT Paid,icicidirect,11-Jul-2017,BSE,
CEAT,CEAT LIMITED,INE482A01020,Buy,1,1261.85,37.23,0.04,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,NSE,
CEAT,CEAT LIMITED,INE482A01020,Buy,1,1072.50,31.64,0.03,0.30,Rolling,STT Paid,icicidirect,09-Oct-2018,NSE,
CEAT,CEAT LIMITED,INE482A01020,Buy,3,830.00,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
CENPLY,CENTURY PLYBOARDS (INDIA) LTD,INE348B01021,Buy,4,275.05,31.63,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jun-2017,NSE,
CENPLY,CENTURY PLYBOARDS (INDIA) LTD,INE348B01021,Buy,3,321.35,28.45,0.03,0.00,Rolling,STT Paid,icicidirect,01-Feb-2018,NSE,
CENPLY,CENTURY PLYBOARDS (INDIA) LTD,INE348B01021,Buy,6,174.90,30.96,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
CENPLY,CENTURY PLYBOARDS (INDIA) LTD,INE348B01021,Buy,32,156.75,44.42,0.18,0.00,Rolling,STT Paid,icicidirect,25-Jun-2019,NSE,
CENPLY,CENTURY PLYBOARDS (INDIA) LTD,INE348B01021,Buy,20,110.35,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,11-May-2020,NSE,
CERSAN,CERA SANITARYWARE LIMITED,INE739E01017,Buy,1,3037.45,40.25,0.11,0.30,Rolling,STT Paid,icicidirect,14-Jun-2017,NSE,
CERSAN,CERA SANITARYWARE LIMITED,INE739E01017,Buy,2,2650.00,46.93,0.12,0.00,Rolling,STT Paid,icicidirect,04-Feb-2020,NSE,
CHOINV,CHOLAMANDALAM INVESTMENT AND F,INE121A01024,Buy,5,294.78,41.31,0.04,0.00,Rolling,STT Paid,icicidirect,24-Aug-2018,NSE,
CHOINV,CHOLAMANDALAM INVESTMENT AND F,INE121A01024,Buy,10,135.15,39.87,0.03,0.00,Rolling,STT Paid,icicidirect,03-Apr-2020,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Buy,10,174.75,28.09,NA,NA,Rolling,STT Paid,icicidirect,23-Jan-2008,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Sell,5,227.05,28.09,NA,NA,Rolling,STT Paid,icicidirect,05-Aug-2008,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Sell,4,418.00,39.33,0.06,0.00,Rolling,STT Paid,icicidirect,01-Jan-2013,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Sell,1,394.85,11.09,0.01,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Buy,2,529.75,30.46,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jun-2017,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Buy,2,607.40,35.84,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Buy,2,514.90,30.38,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,4,360.10,39.33,0.05,0.00,Rolling,STT Paid,icicidirect,01-Jan-2013,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,347.10,16.85,0.03,0.00,Rolling,STT Paid,icicidirect,05-Feb-2013,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Sell,6,337.00,39.33,0.07,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,7,289.35,39.33,0.07,3.20,Rolling,STT Paid,icicidirect,31-Mar-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,3,278.65,16.85,0.03,0.00,Rolling,STT Paid,icicidirect,07-Apr-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,3,295.10,16.85,0.03,0.00,Rolling,STT Paid,icicidirect,05-May-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,391.85,16.85,0.03,0.33,Rolling,STT Paid,icicidirect,05-Jun-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,396.60,16.85,0.03,0.00,Rolling,STT Paid,icicidirect,07-Jul-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,357.40,16.85,0.03,0.00,Rolling,STT Paid,icicidirect,05-Aug-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,372.50,16.85,0.03,0.00,Rolling,STT Paid,icicidirect,05-Sep-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,342.65,16.85,0.02,0.32,Rolling,STT Paid,icicidirect,07-Oct-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,351.30,16.85,0.02,0.32,Rolling,STT Paid,icicidirect,05-Nov-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,2,356.50,16.85,0.03,0.00,Rolling,STT Paid,icicidirect,05-Dec-2014,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,4,270.60,31.94,0.04,0.00,Rolling,STT Paid,icicidirect,27-Nov-2017,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,26,195.40,44.99,0.14,0.30,Rolling,STT Paid,icicidirect,17-Dec-2019,BSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,46,159.50,64.96,0.16,8.10,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
COALIN,COAL INDIA LIMITED,INE522F01014,Buy,17,159.50,24.01,0.06,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
COCSHI,COCHIN SHIPYARD LIMITED,INE704P01017,Buy,15,375.80,49.91,0.12,0.00,Rolling,STT Paid,icicidirect,30-Jan-2020,NSE,
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,INE259A01022,Buy,1,1073.95,30.88,0.04,0.00,Rolling,STT Paid,icicidirect,09-Jun-2017,NSE,
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,INE259A01022,Buy,1,1091.85,32.22,0.03,0.00,Rolling,STT Paid,icicidirect,04-Apr-2018,NSE,
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,INE259A01022,Buy,5,1355.55,60.01,0.15,0.00,Rolling,STT Paid,icicidirect,04-Feb-2020,NSE,
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,INE259A01022,Buy,1,1354.50,39.97,0.05,0.00,Rolling,STT Paid,icicidirect,18-Jun-2020,NSE,
COMAGE,COMPUTER AGE MANAGEMENT SERV,INE596I01012,Buy,8,1399.50,99.14,0.31,2.00,Rolling,STT Paid,icicidirect,05-Oct-2020,BSE,
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,Buy,5,1724.00,72.64,NA,NA,Rolling,STT Paid,icicidirect,26-Feb-2008,NSE,
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,Buy,5,0.00,0.00,NA,NA,Rolling,STT Paid,Bonus Shares,28-May-2008,NSE,
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,Sell,10,665.10,56.05,0.23,0.66,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,Buy,2,629.53,37.15,0.04,0.00,Rolling,STT Paid,icicidirect,24-Aug-2017,NSE,
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,Buy,2,622.60,36.74,0.04,0.00,Rolling,STT Paid,icicidirect,04-Apr-2018,NSE,
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,18-Feb-2019,NSE,
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025,Buy,5,562.80,41.31,0.06,0.00,Rolling,STT Paid,icicidirect,04-Feb-2020,NSE,
CORINT,COROMANDEL INTERNATIONAL LIMIT,INE169A01031,Buy,3,419.45,36.18,0.05,0.00,Rolling,STT Paid,icicidirect,02-Jun-2017,NSE,
CORINT,COROMANDEL INTERNATIONAL LIMIT,INE169A01031,Buy,2,509.50,30.07,0.03,0.00,Rolling,STT Paid,icicidirect,01-Nov-2017,NSE,
CORINT,COROMANDEL INTERNATIONAL LIMIT,INE169A01031,Buy,2,425.00,25.08,0.04,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,BSE,
CORINT,COROMANDEL INTERNATIONAL LIMIT,INE169A01031,Buy,3,741.10,41.31,0.08,0.00,Rolling,STT Paid,icicidirect,18-Jun-2020,NSE,
CRISIL,CRISIL LIMITED,INE007A01025,Buy,1,1860.00,40.25,0.07,0.00,Rolling,STT Paid,icicidirect,15-Jun-2017,NSE,
CRISIL,CRISIL LIMITED,INE007A01025,Buy,1,1865.65,41.31,0.06,0.00,Rolling,STT Paid,icicidirect,04-Apr-2018,NSE,
CRISIL,CRISIL LIMITED,INE007A01025,Buy,1,1480.00,41.31,0.04,0.30,Rolling,STT Paid,icicidirect,03-Jun-2019,BSE,
CRISIL,CRISIL LIMITED,INE007A01025,Buy,2,1418.20,25.12,0.08,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,BSE,
CRISIL,CRISIL LIMITED,INE007A01025,Buy,2,1416.55,25.09,0.08,0.30,Rolling,STT Paid,icicidirect,20-Jun-2019,BSE,
CUMIND,CUMMINS INDIA LTD,INE298A01020,Buy,1,938.40,26.98,0.03,0.00,Rolling,STT Paid,icicidirect,30-May-2017,NSE,
CUMIND,CUMMINS INDIA LTD,INE298A01020,Buy,2,870.85,41.31,0.06,0.00,Rolling,STT Paid,icicidirect,06-Dec-2017,NSE,
CUMIND,CUMMINS INDIA LTD,INE298A01020,Buy,1,774.20,22.84,0.02,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
CUMIND,CUMMINS INDIA LTD,INE298A01020,Buy,5,551.40,24.41,0.06,0.00,Rolling,STT Paid,icicidirect,25-Oct-2019,NSE,
CUMIND,CUMMINS INDIA LTD,INE298A01020,Buy,8,551.35,39.05,0.10,0.00,Rolling,STT Paid,icicidirect,25-Oct-2019,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,4,283.05,32.55,0.04,0.00,Rolling,STT Paid,icicidirect,12-Jun-2017,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,3,349.25,30.91,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,2,416.80,24.60,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,1,416.80,12.30,0.01,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,4,432.30,41.31,0.04,0.30,Rolling,STT Paid,icicidirect,28-May-2020,NSE,
DCMSHR,DCM SHRIRAM LIMITED,INE499A01024,Buy,1,398.45,11.76,0.01,0.30,Rolling,STT Paid,icicidirect,24-Oct-2018,NSE,
DCMSHR,DCM SHRIRAM LIMITED,INE499A01024,Buy,2,398.50,23.52,0.02,0.00,Rolling,STT Paid,icicidirect,24-Oct-2018,NSE,
DCMSHR,DCM SHRIRAM LIMITED,INE499A01024,Buy,12,365.00,41.32,0.10,0.00,Rolling,STT Paid,icicidirect,04-Feb-2020,NSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,4,254.05,29.98,0.04,0.00,Rolling,STT Paid,icicidirect,18-Apr-2019,NSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,25,166.85,41.32,0.09,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,20,53.85,31.78,0.02,0.30,Rolling,STT Paid,icicidirect,25-Mar-2020,NSE,
DISHTV,DISH TV INDIA LIMITED,INE836F01026,Buy,13,77.85,29.86,0.03,0.00,Rolling,STT Paid,icicidirect,17-Jul-2017,NSE,
DISHTV,DISH TV INDIA LIMITED,INE836F01026,Buy,15,74.55,32.99,0.04,0.00,Rolling,STT Paid,icicidirect,01-Feb-2018,NSE,
DISHTV,DISH TV INDIA LIMITED,INE836F01026,Buy,25,38.30,28.25,0.03,0.60,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
DISHTV,DISH TV INDIA LIMITED,INE836F01026,Buy,40,22.95,27.09,0.05,0.30,Rolling,STT Paid,icicidirect,28-Jan-2019,BSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,5,737.90,31.09,NA,NA,Rolling,STT Paid,icicidirect,03-Mar-2008,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,5,686.00,28.90,NA,NA,Rolling,STT Paid,icicidirect,04-Mar-2008,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,4,661.00,28.09,NA,NA,Rolling,STT Paid,icicidirect,05-Mar-2008,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,3,488.50,28.09,NA,NA,Rolling,STT Paid,icicidirect,09-Jun-2008,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,2,299.50,16.83,0.02,0.06,Rolling,STT Paid,icicidirect,06-Oct-2008,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Sell,16,282.50,38.09,0.16,0.45,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,2,287.95,15.88,0.02,0.06,Rolling,STT Paid,icicidirect,25-Feb-2010,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Sell,5,272.60,38.29,0.05,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,6,177.65,30.64,0.04,0.30,Rolling,STT Paid,icicidirect,08-Jun-2017,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,4,253.95,29.97,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
DLFLIM,DLF LIMITED,INE271C01023,Buy,55,144.05,70.17,0.27,1.19,Rolling,STT Paid,icicidirect,21-Jul-2020,NSE,
DRLAL,DR. LAL PATHLABS LIMITED,INE600L01024,Buy,1,805.00,23.75,0.03,2.40,Rolling,STT Paid,icicidirect,19-Sep-2017,NSE,
DRLAL,DR. LAL PATHLABS LIMITED,INE600L01024,Buy,1,918.05,27.22,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
DRLAL,DR. LAL PATHLABS LIMITED,INE600L01024,Buy,2,1556.00,41.32,0.11,1.20,Rolling,STT Paid,icicidirect,18-Jun-2020,NSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Buy,10,570.00,48.03,NA,NA,Rolling,STT Paid,icicidirect,28-Jan-2008,BSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Buy,3,504.00,16.85,NA,NA,Rolling,STT Paid,icicidirect,11-Feb-2008,NSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Buy,1,504.00,5.62,NA,NA,Rolling,STT Paid,icicidirect,11-Feb-2008,NSE,
